"Genomic_Loci","Gene_Name","Gene_Orientation","Gene_Width_(kb)","Obs_TDN_Products","Obs_Patients","Num_Sites_TDN","Num_Sites_Patients","Peak_Abund_TDN","Peak_Abund_Patients","Peak_RelAbund_TDN","Peak_RelAbund_Patients","Longitudinal_Count","Last_Timepoint","Abund_Gini","On_Onco_List","Within_Cluster","Cluster_target.min","Freq_TDN_Sites","Freq_Patient_Sites","Freq_Difference","Percent_Freq_Change","Enrichment","Depletion","Abundance","Longitudinal","Criteria"
"chrX-110194185:110440233","'AMMECR1","-",256.049,27,22,31,35,2,2,0.104,4.878,2,90,0.107,FALSE,FALSE,0,3.13808808312378e-07,7.90445820498786e-07,4.76637012186409e-07,151.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr8-100509751:100559786","'ANKRD46","-",60.036,28,22,52,26,3,24,0.111,0.472,2,90,0.49,FALSE,FALSE,0,2.24500914564055e-06,2.50431379706235e-06,2.59304651421806e-07,11.6,FALSE,FALSE,TRUE,FALSE,"A"
"chrX-153700491:153724746","'BCAP31","-",34.256,34,22,48,22,5,15,0.151,16.484,6,2008,0.456,FALSE,FALSE,0,3.63187679376125e-06,3.71375438850642e-06,8.18775947451737e-08,2.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr3-48157177:48188311","'CDC25A","-",41.135,28,22,41,32,2,3,0.075,0.298,2,28,0.195,TRUE,FALSE,0,2.58344294666469e-06,4.49847823756106e-06,1.91503529089637e-06,74.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr16-80597898:80804278","'CDYL2","-",216.381,23,22,29,28,2,5,0.173,1.515,2,90,0.271,FALSE,FALSE,0,3.47380466627295e-07,7.48283303590957e-07,4.00902836963662e-07,115.4,TRUE,FALSE,FALSE,FALSE,"E"
"chr17+64506735:64537951","'CEP95","+",41.217,27,22,35,27,4,2,0.268,2.041,2,60,0.127,FALSE,FALSE,0,2.20099059077969e-06,3.78803979710739e-06,1.5870492063277e-06,72.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr5-98855203:98926534","'CHD1","-",81.332,45,22,70,43,3,8,0.106,4.762,2,180,0.363,FALSE,FALSE,0,2.23081269808111e-06,3.05727250612812e-06,8.26459808047011e-07,37,FALSE,FALSE,FALSE,TRUE,"L"
"chr3-57625453:57693089","'DENND6A","-",77.637,26,22,41,38,2,4,0.093,1.136,1,90,0.227,FALSE,FALSE,0,1.36880515232495e-06,2.83036208874265e-06,1.4615569364177e-06,106.8,TRUE,FALSE,FALSE,FALSE,"E"
"chr22+20080231:20111877","'DGCR8","+",41.647,55,22,91,28,2,5,0.177,2.347,2,270,0.229,FALSE,FALSE,0,5.66349066843789e-06,3.88777797954991e-06,-1.77571268888798e-06,-31.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr10-32267715:32378798","'EPC1","-",121.084,50,22,81,30,2,13,0.488,0.735,3,270,0.305,FALSE,FALSE,0,1.73390292538202e-06,1.43272105239499e-06,-3.01181872987033e-07,-17.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-51354262:51519323","'EPS15","-",175.062,51,22,89,37,3,6,0.314,2.158,2,120,0.179,TRUE,FALSE,0,1.31772456077354e-06,1.22218510177408e-06,-9.55394589994637e-08,-7.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-29340645:29381210","'ERGIC2","-",50.566,37,22,48,34,3,4,0.139,3.846,1,90,0.196,FALSE,FALSE,0,2.46041948042332e-06,3.88818986465123e-06,1.42777038422791e-06,58,TRUE,FALSE,FALSE,FALSE,"E"
"chr16+234545:269943","'FAM234A","+",45.399,44,22,80,39,3,3,0.369,0.833,2,1825,0.104,FALSE,FALSE,0,4.56741233092819e-06,4.96758683408562e-06,4.00174503157428e-07,8.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr20+30377163:30419842","'FRG1BP","+",52.68,42,22,60,38,2,4,0.174,1.695,2,360,0.107,FALSE,FALSE,0,2.952106383995e-06,4.17123806916692e-06,1.21913168517191e-06,41.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-77946481:77979205","'FUBP1","-",42.725,32,22,38,29,2,3,0.199,0.503,2,90,0.152,TRUE,FALSE,0,2.30530315729922e-06,3.92503084169116e-06,1.61972768439194e-06,70.3,TRUE,FALSE,FALSE,FALSE,"E"
"chrX+155026788:155056916","'FUNDC2","+",40.129,47,22,77,40,2,9,0.173,8.696,4,540,0.25,FALSE,FALSE,0,4.97346318613387e-06,5.76406409024877e-06,7.90600904114897e-07,15.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+51860303:51969800","'GNG2","+",119.498,43,22,73,28,2,2,0.083,0.588,2,1825,0.15,FALSE,FALSE,0,1.5833930825267e-06,1.35495397006071e-06,-2.28439112465988e-07,-14.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-217426992:217631112","'GPATCH2","-",214.121,52,22,82,36,3,6,0.513,2.439,2,270,0.269,FALSE,FALSE,0,9.92615629583759e-07,9.72233060231521e-07,-2.03825693522383e-08,-2.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr10+94545766:94602099","'HELLS","+",66.334,34,22,44,29,4,15,0.145,5.645,3,270,0.463,FALSE,TRUE,8.90244366132228,1.71926574345728e-06,2.5280692060068e-06,8.0880346254952e-07,47,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-17824783:17848032","'JAK3","-",33.25,50,22,86,44,3,14,0.201,1.786,4,180,0.338,TRUE,FALSE,0,6.70398943887803e-06,7.65223280196548e-06,9.48243363087442e-07,14.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-20728615:21948751","'KCNIP4","-",1230.137,19,22,24,26,1,2,0.139,0.769,1,1095,0.036,FALSE,FALSE,0,5.05689900584591e-08,1.22221332356018e-07,7.16523422975592e-08,141.7,TRUE,FALSE,FALSE,FALSE,"E"
"chr1+43650125:43705518","'KDM4A","+",65.394,37,22,54,32,7,7,0.175,0.704,2,120,0.312,FALSE,FALSE,0,2.14033807196335e-06,2.82969236171628e-06,6.89354289752931e-07,32.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+32013693:32060859","'KHDRBS1","+",57.167,33,22,51,31,2,3,0.083,0.769,2,180,0.153,FALSE,FALSE,0,2.31233788133938e-06,3.13576449883909e-06,8.23426617499715e-07,35.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr12+8950043:9010744","'KLRG1","+",70.702,48,22,87,43,3,3,0.277,2.439,2,365,0.149,FALSE,FALSE,0,3.18943733201101e-06,3.51693145128019e-06,3.27494119269187e-07,10.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr4+139301466:139390781","'NAA15","+",99.316,39,22,56,38,3,11,0.228,0.769,2,1095,0.284,FALSE,FALSE,0,1.46148824648864e-06,2.21254200213171e-06,7.51053755643068e-07,51.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-51817574:51899186","'PCMTD1","-",91.613,55,22,81,36,2,6,0.173,0.833,3,450,0.182,FALSE,FALSE,0,2.29168242298535e-06,2.27233596858343e-06,-1.9346454401919e-08,-0.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+74171062:74254703","'PPME1","+",93.642,49,22,75,34,2,2,0.398,0.515,2,365,0.052,FALSE,FALSE,0,2.07595101969278e-06,2.09959429204795e-06,2.36432723551718e-08,1.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr9-8314245:10612723","'PTPRD","-",2308.479,38,22,55,30,2,4,0.398,0.775,2,1095,0.088,TRUE,FALSE,0,6.17537423052662e-08,7.51488733093065e-08,1.33951310040403e-08,21.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-111299030:111483715","'REV3L","-",194.686,48,22,68,33,3,3,0.177,1.961,2,270,0.166,FALSE,FALSE,0,9.05317072362869e-07,9.80181191760137e-07,7.48641193972678e-08,8.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-48042897:48106308","'SENP1","-",73.412,52,22,92,28,3,5,0.108,11.111,2,1825,0.213,FALSE,FALSE,0,3.24823387557321e-06,2.20555616948612e-06,-1.04267770608709e-06,-32.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr9+128683654:128696396","'SET","+",22.743,48,22,82,30,2,11,0.177,6.471,2,1825,0.35,TRUE,FALSE,0,9.34528651550385e-06,7.62782376591455e-06,-1.7174627495893e-06,-18.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-146253987:146521971","'SLC10A7","-",277.985,45,22,75,32,4,4,0.208,0.733,2,270,0.193,FALSE,FALSE,0,6.99304658114901e-07,6.65665062151102e-07,-3.36395959637989e-08,-4.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-120535744:120812069","'SNTB1","-",286.326,40,22,64,37,3,3,0.127,2.439,3,180,0.184,FALSE,FALSE,0,5.79356264989722e-07,7.47253718791773e-07,1.67897453802051e-07,29,FALSE,FALSE,FALSE,TRUE,"L"
"chr17-50962173:51120865","'SPAG9","-",168.693,47,22,65,38,3,4,0.177,3.226,2,180,0.192,FALSE,FALSE,0,9.98717856310545e-07,1.30260782299036e-06,3.03889966679817e-07,30.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr2-45388679:45611294","'SRBD1","-",232.616,36,22,53,33,3,8,0.138,2.703,2,630,0.313,FALSE,FALSE,0,5.90558338518517e-07,8.20354384474903e-07,2.29796045956386e-07,38.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr17+2303942:2325264","'SRR","+",31.323,43,22,65,29,9,3,0.369,0.763,2,1460,0.189,FALSE,FALSE,0,5.37869014253407e-06,5.35379570000494e-06,-2.48944425291308e-08,-0.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+63852964:64226451","'SYNE2","+",383.488,59,22,84,41,5,8,0.692,0.513,3,1642,0.29,TRUE,FALSE,0,5.677459269453e-07,6.18243024747926e-07,5.04970978026255e-08,8.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-139727725:140458579","'TRAPPC9","-",740.855,39,22,56,36,3,4,0.383,2.206,2,270,0.149,FALSE,FALSE,0,1.95921154191125e-07,2.8099360210815e-07,8.50724479170246e-08,43.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+78099412:79212667","'WWOX","+",1123.256,37,22,55,36,2,5,0.139,0.769,4,1095,0.192,TRUE,FALSE,0,1.26914271798342e-07,1.85332208410045e-07,5.84179366117028e-08,46,FALSE,FALSE,FALSE,TRUE,"L"
"chr3-142306606:142448062","'XRN1","-",151.457,41,22,64,37,2,15,0.107,0.444,3,180,0.388,FALSE,FALSE,0,1.09525978944154e-06,1.41266609193879e-06,3.17406302497251e-07,29,FALSE,FALSE,FALSE,TRUE,"L"
"chr10-114431109:114768225","'ABLIM1","-",347.117,29,21,43,32,2,6,0.068,0.599,2,90,0.214,FALSE,FALSE,0,3.21084315724517e-07,5.33090866486154e-07,2.12006550761636e-07,66,TRUE,FALSE,FALSE,FALSE,"E"
"chr5+142770726:143229007","'ARHGAP26","+",468.282,37,21,53,30,2,10,0.307,12,2,270,0.323,TRUE,FALSE,0,2.93355966005149e-07,3.70459671540214e-07,7.71037055350647e-08,26.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+46918675:47005076","'ARHGAP35","+",96.402,54,21,107,34,3,3,0.235,1.613,3,540,0.182,FALSE,FALSE,0,2.87689660329448e-06,2.03948267355401e-06,-8.37413929740468e-07,-29.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr7+33129284:33636914","'BBS9","+",517.631,49,21,59,27,2,3,0.235,2.29,2,180,0.133,FALSE,FALSE,0,2.95432489367347e-07,3.01627291096119e-07,6.19480172877220e-09,2.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+9091679:9119698","'C16orf72","+",38.02,30,21,46,27,2,5,0.114,11.765,2,270,0.218,FALSE,FALSE,0,3.13597245230905e-06,4.10656592102512e-06,9.70593468716071e-07,31,FALSE,FALSE,FALSE,TRUE,"L"
"chr7+39950359:40097134","'CDK13","+",156.776,63,21,115,37,4,3,0.691,1.149,2,360,0.106,FALSE,FALSE,0,1.90127431234357e-06,1.36473802295487e-06,-5.36536289388694e-07,-28.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr7-92604920:92836627","'CDK6","-",241.708,49,21,92,33,2,3,0.138,5.263,2,270,0.138,TRUE,FALSE,0,9.86559589560876e-07,7.89496233053991e-07,-1.97063356506885e-07,-20,FALSE,FALSE,FALSE,TRUE,"L"
"chr20+49046245:49096960","'CSE1L","+",60.716,51,21,88,35,2,3,0.107,0.565,2,180,0.141,TRUE,FALSE,0,3.75669588993e-06,3.33343536947252e-06,-4.23260520457476e-07,-11.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr9-137554443:137578935","'DPH7","-",34.493,37,21,62,30,3,10,0.13,5.376,4,180,0.277,FALSE,FALSE,0,4.65894132488192e-06,5.02941454521771e-06,3.70473220335799e-07,8,FALSE,FALSE,FALSE,TRUE,"L"
"chr2+42169337:42332548","'EML4","+",173.212,46,21,84,32,3,3,0.153,0.735,2,1825,0.138,TRUE,FALSE,0,1.25697844278918e-06,1.0683145642454e-06,-1.88663878543779e-07,-15,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-150646224:150697196","'GOLPH3L","-",60.973,62,21,120,32,4,24,0.208,7.895,2,90,0.451,FALSE,FALSE,0,5.10117475961021e-06,3.03486629003123e-06,-2.06630846957898e-06,-40.5,FALSE,TRUE,TRUE,FALSE,"DA"
"chr14+66507406:67181808","'GPHN","+",684.403,34,21,48,30,1,3,0.256,1.079,2,365,0.108,TRUE,FALSE,0,1.81784082546519e-07,2.53475797020461e-07,7.16917144739419e-08,39.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr13+45120495:45284104","'GTF2F2","+",173.61,35,21,42,33,2,6,0.15,1.044,1,60,0.283,FALSE,FALSE,0,6.27048413203155e-07,1.09917375438635e-06,4.72125341183194e-07,75.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr17+81683931:81702121","'HGS","+",28.191,71,21,137,37,6,5,0.173,0.641,2,180,0.185,FALSE,FALSE,0,1.25961146644398e-05,7.58959129817223e-06,-5.00652336626758e-06,-39.7,FALSE,TRUE,FALSE,TRUE,"DL"
"chr10-32009009:32056443","'KIF5B","-",57.435,28,21,40,30,6,3,0.173,11.111,1,270,0.127,FALSE,FALSE,0,1.80513582668938e-06,3.02045087330364e-06,1.21531504661426e-06,67.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr6+32255172:32407729","'LOC101929163","+",162.558,38,21,71,30,2,3,0.173,1.622,3,180,0.127,FALSE,FALSE,0,1.13207844440434e-06,1.06718584079648e-06,-6.48926036078558e-08,-5.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-4090321:4124129","'MAP2K2","-",43.809,61,21,124,30,5,9,0.383,9.375,2,120,0.231,FALSE,FALSE,0,7.33643146929407e-06,3.95990768810506e-06,-3.37652378118901e-06,-46,FALSE,TRUE,FALSE,TRUE,"DL"
"chr14-50418492:50532658","'MAP4K5","-",124.167,48,21,82,27,3,2,0.415,5.556,2,365,0.034,FALSE,FALSE,0,1.71172575017601e-06,1.25743262152887e-06,-4.54293128647136e-07,-26.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+28108250:28333507","'METTL15","+",235.258,54,21,94,36,3,5,0.173,0.521,2,150,0.207,FALSE,FALSE,0,1.0356427585199e-06,8.84881768483255e-07,-1.50760990036649e-07,-14.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-1312501:1312566","'MIR6727","-",10.066,56,21,102,33,3,6,0.15,6.667,3,360,0.273,FALSE,FALSE,0,2.62645379818256e-05,1.89576351578595e-05,-7.30690282396606e-06,-27.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-47847232:47914667","'NFXL1","-",77.436,36,21,53,33,2,6,0.173,0.541,3,730,0.198,FALSE,FALSE,0,1.77402394845838e-06,2.46432609508515e-06,6.90302146626771e-07,38.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr3+57556246:57656480","'PDE12","+",110.235,24,21,35,29,3,4,0.769,1.136,1,90,0.253,FALSE,FALSE,0,8.22953047400249e-07,1.52126768005855e-06,6.98314632658306e-07,84.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr1+151198543:151249531","'PIP5K1A","+",60.989,34,21,47,32,3,3,0.121,1.786,2,548,0.195,FALSE,FALSE,0,1.99743596454996e-06,3.03407011595655e-06,1.03663415140659e-06,51.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr3+72996742:73069201","'PPP4R2","+",82.46,18,21,21,28,1,4,0.118,4.938,2,90,0.194,FALSE,FALSE,0,6.60088982635215e-07,1.9635494726451e-06,1.30346049000988e-06,197.5,TRUE,FALSE,FALSE,FALSE,"E"
"chr17+66302807:66810744","'PRKCA","+",517.938,47,21,72,35,3,7,0.256,0.901,2,365,0.219,FALSE,FALSE,0,3.60314086185273e-07,3.90766581893767e-07,3.04524957084935e-08,8.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr11-73675637:73761156","'RAB6A","-",95.52,41,21,85,35,3,20,0.488,1.961,3,730,0.369,FALSE,FALSE,0,2.30648764067784e-06,2.11885324427234e-06,-1.87634396405499e-07,-8.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-647525:663233","'RNF126","-",25.709,55,21,100,34,4,3,0.191,1.087,3,120,0.204,FALSE,FALSE,0,1.00818756277864e-05,7.64752455155603e-06,-2.4343510762304e-06,-24.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-30063011:30083208","'SARAF","-",30.198,26,21,37,24,2,8,0.119,0.833,2,2190,0.369,FALSE,FALSE,0,3.17577746839068e-06,4.59579034129928e-06,1.4200128729086e-06,44.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr14-39031918:39103528","'SEC23A","-",81.611,42,21,62,28,2,7,0.307,0.766,3,270,0.342,FALSE,FALSE,0,1.96910787907454e-06,1.98397629626294e-06,1.48684171884065e-08,0.8,FALSE,FALSE,FALSE,TRUE,"L"
"chrX-46599250:46759172","'SLC9A7","-",169.923,29,21,53,25,4,8,1.026,5.556,2,3285,0.278,FALSE,FALSE,0,8.08444521770587e-07,8.50775527288804e-07,4.23310055182175e-08,5.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr8+47260877:47736001","'SPIDR","+",485.125,53,21,70,31,3,6,0.147,12.245,3,540,0.219,FALSE,FALSE,0,3.73999398836038e-07,3.69517648245575e-07,-4.48175059046306e-09,-1.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+36224411:36305356","'THRAP3","+",90.946,55,21,71,34,3,5,0.556,2.703,2,442,0.244,TRUE,FALSE,0,2.02349094809536e-06,2.16183459081162e-06,1.38343642716265e-07,6.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr10-11920021:12043170","'UPF2","-",133.15,34,21,41,31,2,3,0.369,0.578,1,270,0.121,FALSE,FALSE,0,7.98121859639895e-07,1.34631805561498e-06,5.48196195975083e-07,68.7,TRUE,FALSE,FALSE,FALSE,"E"
"chr21+29024616:29054486","'USP16","+",39.871,16,21,19,23,1,2,0.556,0.562,2,28,0.04,FALSE,FALSE,0,1.23515935636941e-06,3.33578348999563e-06,2.10062413362623e-06,170.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr17-78795651:78840527","'USP36","-",54.877,36,21,58,32,2,4,0.108,1.099,2,365,0.158,FALSE,FALSE,0,2.73945488088929e-06,3.37199377338547e-06,6.32538892496178e-07,23.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr16-11750585:11797258","'ZC3H7A","-",56.674,50,21,87,37,2,11,0.093,1.497,2,360,0.317,FALSE,FALSE,0,3.97888975981653e-06,3.77524382056628e-06,-2.03645939250253e-07,-5.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr6+34889260:35091413","'ANKS1A","+",212.154,28,20,45,31,5,6,0.126,50,2,120,0.235,FALSE,FALSE,0,5.49778572318422e-07,8.44962852951792e-07,2.9518428063337e-07,53.7,FALSE,FALSE,FALSE,TRUE,"L"
"chrX-139726345:139832288","'ATP11C","-",115.944,24,20,29,25,1,2,0.119,0.543,1,1095,0.037,FALSE,FALSE,0,6.48300323857041e-07,1.24686339891237e-06,5.98563075055326e-07,92.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr17+42458843:42522579","'ATP6V0A1","+",73.737,39,20,57,26,3,2,0.174,0.301,3,120,0.036,FALSE,FALSE,0,2.00362255168252e-06,2.03898969473175e-06,3.53671430492355e-08,1.8,FALSE,FALSE,FALSE,TRUE,"L"
"chrX-77504877:77786269","'ATRX","-",291.393,46,20,72,37,2,3,0.121,22.222,2,180,0.091,TRUE,FALSE,0,6.40442142297955e-07,7.34259808186104e-07,9.38176658881486e-08,14.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+35138869:35232402","'CD44","+",103.534,25,20,34,26,2,3,0.093,0.735,2,90,0.121,TRUE,FALSE,0,8.51182024987142e-07,1.45217013850943e-06,6.00988113522287e-07,70.6,TRUE,FALSE,FALSE,FALSE,"E"
"chr3+49468702:49535618","'DAG1","+",76.917,57,20,108,35,3,12,0.598,3.604,2,270,0.337,FALSE,FALSE,0,3.63938447620087e-06,2.63131507849882e-06,-1.00806939770205e-06,-27.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr13-49982551:50125541","'DLEU2","-",152.991,43,20,58,29,7,4,0.365,1.923,2,365,0.253,TRUE,FALSE,0,9.82626857125984e-07,1.0961229269124e-06,1.13496069786414e-07,11.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr22+31399552:31434186","'DRG1","+",44.635,28,20,38,29,2,2,0.177,1.493,1,1095,0.06,FALSE,FALSE,0,2.20665570506574e-06,3.75707276153814e-06,1.5504170564724e-06,70.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr7-22941258:23014151","'FAM126A","-",82.894,38,20,55,24,2,5,0.1,2,3,2372,0.268,FALSE,FALSE,0,1.71975314598305e-06,1.67423066478341e-06,-4.55224811996399e-08,-2.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr12+26938371:26966648","'FGFR1OP2","+",38.278,32,20,39,25,3,4,0.383,0.727,2,120,0.246,FALSE,FALSE,0,2.64083877947533e-06,3.77674721572432e-06,1.13590843624899e-06,43,FALSE,FALSE,FALSE,TRUE,"L"
"chr17+36544887:36589846","'GGNBP2","+",54.96,36,20,71,31,2,2,0.129,0.49,2,360,0.08,FALSE,FALSE,0,3.34840625483043e-06,3.26168575518804e-06,-8.67204996423939e-08,-2.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-83407342:83455883","'HELQ","-",58.542,17,20,20,27,3,2,0.093,2.222,1,90,0.064,FALSE,FALSE,0,8.85500804601008e-07,2.66700208939522e-06,1.78150128479421e-06,201.2,TRUE,FALSE,FALSE,FALSE,"E"
"chr19+37312836:37364456","'HKR1","+",61.621,32,20,45,26,3,5,0.177,2.632,2,180,0.23,TRUE,FALSE,0,1.89282425198621e-06,2.43989846189506e-06,5.47074209908843e-07,28.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-38836387:38852339","'HNRNPL","-",25.953,48,20,72,27,3,5,0.15,4.717,2,540,0.224,FALSE,FALSE,0,7.1907046264643e-06,6.01593789994895e-06,-1.17476672651535e-06,-16.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-10372352:10410146","'KLRC4-KLRK1","-",47.795,38,20,69,35,3,5,0.129,50,2,365,0.227,FALSE,FALSE,0,3.74190833675458e-06,4.2346032407761e-06,4.92694904021519e-07,13.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr21-28928143:28992959","'LTN1","-",74.817,47,20,64,34,2,5,0.177,5.405,2,270,0.171,FALSE,FALSE,0,2.2172068103432e-06,2.62788148009081e-06,4.10674669747607e-07,18.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr6+160991726:161117385","'MAP3K4","+",135.66,39,20,53,29,2,4,0.186,25,2,120,0.136,FALSE,FALSE,0,1.0126295037065e-06,1.2361561455938e-06,2.23526641887302e-07,22.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr12+82358496:82479237","'METTL25","+",130.742,40,20,57,37,3,4,0.145,1.869,2,150,0.204,FALSE,FALSE,0,1.13002031553299e-06,1.63649147394696e-06,5.06471158413972e-07,44.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr2+203014878:203217994","'NBEAL1","+",213.117,44,20,63,28,2,11,0.277,2.419,3,450,0.334,FALSE,FALSE,0,7.66212045610156e-07,7.59743659653218e-07,-6.46838595693711e-09,-0.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr11-134152441:134224532","'NCAPD3","-",82.092,36,20,48,30,2,3,0.238,3.125,2,1642,0.181,FALSE,FALSE,0,1.51553831612198e-06,2.11323388281677e-06,5.97695566694797e-07,39.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr13+79481123:79556077","'NDFIP2","+",84.955,43,20,61,37,4,8,0.477,0.621,3,365,0.3,FALSE,FALSE,0,1.8610901502443e-06,2.5184882383235e-06,6.57398088079207e-07,35.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-35887951:35900662","'NFKBID","-",22.712,54,20,90,42,4,4,0.174,0.719,3,120,0.195,FALSE,FALSE,0,1.02710217710147e-05,1.069352915954e-05,4.22507388525336e-07,4.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr17-5501398:5584512","'NLRP1","-",93.115,55,20,97,30,4,4,0.174,4.545,2,270,0.15,FALSE,FALSE,0,2.70009227621026e-06,1.86306820499591e-06,-8.37024071214345e-07,-31,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+17276717:17331865","'NUCB2","+",65.149,18,20,22,26,2,4,0.059,0.505,2,90,0.166,FALSE,FALSE,0,8.75268797882507e-07,2.30777115720019e-06,1.43250235931769e-06,163.7,TRUE,FALSE,FALSE,FALSE,"E"
"chr7-24796536:24980212","'OSBPL3","-",193.677,44,20,67,32,2,6,0.383,1.399,2,360,0.202,TRUE,FALSE,0,8.96650661384109e-07,9.55430445029994e-07,5.87797836458859e-08,6.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr10-117280488:117375467","'PDZD8","-",104.98,27,20,31,24,2,4,0.369,0.515,2,360,0.229,FALSE,FALSE,0,7.65387993518536e-07,1.32200111189327e-06,5.56613118374736e-07,72.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr7+77798791:77957504","'PHTF2","+",168.714,54,20,80,25,2,2,0.173,0.513,2,365,0.068,FALSE,FALSE,0,1.22903820911014e-06,8.56872161904142e-07,-3.72166047206002e-07,-30.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr16-88715337:88785220","'PIEZO1","-",79.884,65,20,113,28,2,2,0.174,0.595,2,360,0.139,FALSE,FALSE,0,3.66644487984678e-06,2.02686757691546e-06,-1.63957730293131e-06,-44.7,FALSE,TRUE,FALSE,TRUE,"DL"
"chr2+208266266:208358751","'PIKFYVE","+",102.486,29,20,40,29,2,410,0.345,27.778,3,63,0.9,FALSE,FALSE,0,1.0116306247283e-06,1.63629122720425e-06,6.24660602475951e-07,61.7,FALSE,FALSE,TRUE,FALSE,"A"
"chr1-151402723:151459465","'POGZ","-",66.743,43,20,70,27,2,26,0.118,2.29,2,90,0.504,FALSE,FALSE,0,2.71843426816794e-06,2.33929605078248e-06,-3.79138217385458e-07,-13.9,FALSE,FALSE,TRUE,FALSE,"A"
"chr2+161308274:161411717","'PSMD14","+",113.444,44,20,64,28,3,8,0.153,14.286,2,540,0.269,FALSE,FALSE,0,1.46226122077366e-06,1.42726181652899e-06,-3.49994042446687e-08,-2.4,FALSE,FALSE,FALSE,TRUE,"L"
