"Genomic_Loci","Gene_Name","Gene_Orientation","Gene_Width_(kb)","Obs_TDN_Products","Obs_Patients","Num_Sites_TDN","Num_Sites_Patients","Peak_Abund_TDN","Peak_Abund_Patients","Peak_RelAbund_TDN","Peak_RelAbund_Patients","Longitudinal_Count","Last_Timepoint","Abund_Gini","On_Onco_List","Within_Cluster","Cluster_target.min","Freq_TDN_Sites","Freq_Patient_Sites","Freq_Difference","Percent_Freq_Change","Enrichment","Depletion","Abundance","Longitudinal","Criteria"
"chr15-101653751:101724442","'TARSL2","-",80.692,8,9,13,12,2,22,0.001,0.016,2,180,0.6,FALSE,FALSE,0,0.00000170690712916049,0.00000292179706718075,0.00000121488993802026,71.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-127708193:127918631","'THEMIS","-",220.439,23,9,64,29,2,5,0.002,0.007,2,120,0.196,FALSE,FALSE,0,0.00000307601579792978,0.00000258469229560238,-0.000000491323502327403,-16,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-144428779:144444429","'TONSL","-",25.651,18,9,45,17,3,7,0.001,0.013,2,360,0.392,FALSE,FALSE,0,0.0000185868259836318,0.0000130209869402886,-0.00000556583904334317,-29.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr2-165873361:165953838","'TTC21B","-",90.478,14,9,24,15,3,5,0.002,0.015,2,360,0.329,FALSE,FALSE,0,0.00000281038144554412,0.00000325722342648142,0.000000446841980937297,15.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr11-62575044:62591637","'TUT1","-",26.594,12,9,27,10,3,5,0.016,0.056,2,92,0.3,FALSE,FALSE,0,0.0000107566520261594,0.00000738780830716668,-0.00000336884371899275,-31.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+29923643:30016612","'URI1","+",102.97,11,9,13,21,3,6,0.001,0.003,2,50,0.336,FALSE,TRUE,0.108139761882509,0.00000133761046971174,0.00000400689410171565,0.00000266928363200391,199.6,TRUE,FALSE,FALSE,FALSE,"E"
"chr8+86342764:86467949","'WWP1","+",135.186,13,9,15,22,2,4,0.001,0.006,2,28,0.239,TRUE,FALSE,0,0.00000117559183472189,0.0000031973504879628,0.00000202175865324091,172,TRUE,FALSE,FALSE,FALSE,"E"
"chr13-45954464:46052778","'ZC3H13","-",108.315,10,9,11,15,2,6,0.001,0.003,2,60,0.279,FALSE,FALSE,0,0.0000010759723248278,0.0000027208333211576,0.00000164486099632981,152.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr12-39551219:39620041","'ABCD2","-",78.823,14,8,20,25,5,8,0.001,0.004,2,28,0.35,FALSE,TRUE,3.65462575351225,0.00000268827724173085,0.00000623141006180907,0.00000354313282007822,131.8,TRUE,FALSE,FALSE,FALSE,"E"
"chr17-75941510:75979434","'ACOX1","-",47.925,19,8,45,19,4,2,0.003,0.007,2,270,0.047,FALSE,FALSE,0,0.000009948266526993,0.00000778916245862289,-0.00000215910406837011,-21.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-100508194:100881372","'ASCC3","-",383.179,15,8,22,33,2,4,0.001,0.005,2,28,0.202,FALSE,TRUE,4.97324273626338,0.000000608300258436517,0.00000169204349559503,0.00000108374323715852,178.2,TRUE,FALSE,FALSE,FALSE,"E"
"chr12+110281226:110351092","'ATP2A2","+",79.867,12,8,23,14,2,67,0.005,0.03,2,50,0.749,FALSE,FALSE,0,0.00000305110732315842,0.00000344397465497774,0.000000392867331819314,12.9,FALSE,FALSE,TRUE,FALSE,"A"
"chr4-42408374:42657105","'ATP8A1","-",258.732,15,8,25,18,3,4,0.001,0.008,2,548,0.266,FALSE,FALSE,0,0.0000010237334240882,0.00000136685247057737,0.000000343119046489164,33.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr9-91213814:91361969","'AUH","-",158.156,15,8,23,16,2,23,0.002,0.005,2,28,0.635,TRUE,FALSE,0,0.00000154077485886526,0.00000198762107408676,0.000000446846215221499,29,FALSE,FALSE,TRUE,FALSE,"A"
"chrX-41514935:41923034","'CASK","-",418.1,16,8,33,17,3,5,0.002,0.007,2,548,0.255,FALSE,FALSE,0,0.000000836239720380696,0.000000798855144715006,-0.0000000373845756656903,-4.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+2164148:2232578","'DOT1L","+",78.431,21,8,43,19,3,6,0.001,0.013,3,360,0.329,FALSE,FALSE,0,0.0000058086836276937,0.00000475954164589897,-0.00000104914198179473,-18.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+101964527:102050798","'DYNC1H1","+",96.272,9,8,13,12,2,44,0.001,0.003,2,28,0.716,FALSE,FALSE,0,0.0000014306729897189,0.00000244895347499739,0.00000101828048527849,71.2,FALSE,FALSE,TRUE,FALSE,"A"
"chr11+86244383:86278810","'EED","+",44.428,9,8,11,14,2,6,0.001,0.012,2,60,0.366,FALSE,TRUE,7.37708828089312,0.0000026232092906213,0.00000619113900623721,0.00000356792971561591,136,TRUE,FALSE,FALSE,FALSE,"E"
"chr6+122399550:122433119","'HSF2","+",43.57,5,8,5,14,1,15,0.001,0.028,2,28,0.552,FALSE,FALSE,0,0.00000121584850255308,0.00000631305769495311,0.00000509720919240003,419.2,TRUE,FALSE,FALSE,FALSE,"E"
"chr2-212999685:213151609","'IKZF2","-",161.925,5,8,8,13,2,1,0,0.004,1,28,0,TRUE,FALSE,0,0.000000523447465246135,0.00000157735239374419,0.00000105390492849805,201.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr12+8950043:9010744","'KLRG1","+",70.702,15,8,25,12,2,3,0.003,0.007,2,360,0.172,FALSE,FALSE,0,0.00000374632395520903,0.00000333463903347782,-0.00000041168492173121,-11,FALSE,FALSE,FALSE,TRUE,"L"
"chr7+139340358:139423457","'LUC7L2","+",93.1,6,8,6,10,1,4,0.001,0.009,2,28,0.288,FALSE,FALSE,0,0.000000682807981820465,0.00000211032625264007,0.00000142751827081961,209.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr2-39249265:39437312","'MAP4K3","-",198.048,17,8,20,14,2,15,0.005,0.188,2,442,0.473,FALSE,FALSE,0,0.0000010699329305267,0.00000138885484210447,0.000000318921911577778,29.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+1632779:1701808","'MMP23A","+",79.03,14,8,30,17,2,17,0.001,0.035,3,360,0.541,FALSE,TRUE,1.38675131315115,0.00000402185392303463,0.00000422626010382569,0.000000204406180791061,5.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr2-15166907:15561348","'NBAS","-",404.442,14,8,28,16,2,4,0.002,0.004,3,120,0.304,FALSE,FALSE,0,0.000000733497776776228,0.000000777254089815758,0.0000000437563130395299,6,FALSE,FALSE,FALSE,TRUE,"L"
"chr20+47501856:47656877","'NCOA3","+",165.022,18,8,60,21,4,6,0.005,0.014,2,270,0.306,TRUE,FALSE,0,0.0000038521786857198,0.00000250021140001733,-0.00000135196728570247,-35.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-49906825:49929731","'NUP62","-",32.907,23,8,65,21,5,5,0.004,0.017,2,912,0.26,FALSE,FALSE,0,0.0000209277281530097,0.0000125380583357237,-0.000008389669817286,-40.1,FALSE,TRUE,FALSE,TRUE,"DL"
"chr13+32586426:32778020","'PDS5B","+",201.595,10,8,16,16,2,10,0.001,0.008,2,270,0.401,TRUE,FALSE,0,0.000000840886240333147,0.0000015593352939967,0.000000718449053663554,85.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr8+144477981:144502121","'PPP1R16A","+",34.141,14,8,38,13,2,4,0.001,0.015,2,360,0.243,FALSE,FALSE,0,0.0000117924591062771,0.00000748111614648158,-0.00000431134295979553,-36.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+67819778:68683106","'RAD51B","+",873.329,17,8,26,11,2,2,0.003,0.005,2,548,0.156,TRUE,FALSE,0,0.000000315422366751174,0.000000247465172383912,-0.0000000679571943672621,-21.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+53434419:53491648","'RBL2","+",67.23,9,8,11,12,1,8,0.001,0.024,2,600,0.388,TRUE,FALSE,0,0.00000173351096777812,0.00000350685183615869,0.00000177334086838057,102.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr20+10435302:10628034","'SLX4IP","+",202.733,9,8,11,12,2,3,0.001,0.007,2,548,0.172,FALSE,FALSE,0,0.000000574864192626376,0.00000116293671452082,0.000000588072521894441,102.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+89508387:89557768","'SPG7","+",59.382,18,8,32,12,4,10,0.001,0.004,2,270,0.409,FALSE,FALSE,0,0.00000570942243844804,0.00000397032179692413,-0.00000173910064152391,-30.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+63852964:64226451","'SYNE2","+",383.488,17,8,19,17,5,8,0.007,0.005,2,360,0.372,TRUE,FALSE,0,0.00000052492691602789,0.000000870956421075351,0.000000346029505047461,65.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr22+21549446:21624034","'UBE2L3","+",84.589,12,8,17,14,4,3,0.002,0.007,2,1095,0.155,FALSE,FALSE,0,0.00000212927644813402,0.00000325172213608279,0.00000112244568794877,52.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-102252273:102412689","'UBR5","-",170.417,16,8,26,17,2,19,0.002,0.025,2,270,0.543,FALSE,FALSE,0,0.00000161643204687582,0.00000195990620657179,0.000000343474159695968,21.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-144423600:144428563","'VPS28","-",14.964,12,8,17,10,2,7,0.001,0.012,2,360,0.367,FALSE,FALSE,0,0.0000120364451664801,0.0000131296026544233,0.00000109315748794321,9.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-49976466:50025548","'VRK3","-",59.083,23,8,51,18,4,2,0.005,0.016,2,150,0.119,FALSE,FALSE,0,0.00000914544109834682,0.00000598562147178415,-0.00000315981962656267,-34.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr8+63168552:63212788","'YTHDF3","+",54.237,11,8,12,11,2,13,0.005,0.003,2,180,0.485,FALSE,FALSE,0,0.00000234413493030534,0.00000398470622513911,0.00000164057129483377,70,FALSE,FALSE,FALSE,TRUE,"L"
"chr9+73151730:73170394","'ANXA1","+",28.665,7,7,8,11,2,5,0.002,0.011,3,360,0.329,TRUE,TRUE,7.26892786544384,0.00000295688926600315,0.00000753945618464572,0.00000458256691864257,155,FALSE,FALSE,FALSE,TRUE,"L"
"chr10-121740420:121928801","'ATE1","-",198.382,6,7,6,11,2,14,0.001,0.032,2,60,0.503,FALSE,FALSE,0,0.000000320439470856657,0.00000108940585099893,0.000000768966380142273,240,TRUE,FALSE,FALSE,FALSE,"E"
"chr6+80106609:80346270","'BCKDHB","+",249.662,5,7,6,11,1,3,0.001,0.004,1,14,0.216,FALSE,FALSE,0,0.000000254621941294571,0.000000865644397356705,0.000000611022456062133,240,TRUE,FALSE,FALSE,FALSE,"E"
"chr17-63745249:63773728","'CCDC47","-",38.48,19,7,32,10,2,6,0.002,0.019,2,180,0.325,FALSE,FALSE,0,0.00000881073085342832,0.00000510580494076899,-0.00000370492591265933,-42.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+193121957:193254812","'CDC73","+",142.856,14,7,17,23,3,19,0.001,0.013,2,28,0.499,TRUE,FALSE,0,0.00000126080364472762,0.00000316321442906016,0.00000190241078433254,150.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr13+26254103:26405236","'CDK8","+",161.134,5,7,6,10,2,1,0.001,0.006,1,90,0,FALSE,FALSE,0,0.000000394512785057687,0.00000121930426924666,0.000000824791484188969,209.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr3+87227262:87255548","'CHMP2B","+",38.287,8,7,10,10,3,24,0.003,0.008,2,28,0.643,FALSE,FALSE,0,0.00000276723270333208,0.00000513154266776688,0.0000023643099644348,85.4,FALSE,FALSE,TRUE,FALSE,"A"
"chr3-33496245:33718213","'CLASP2","-",231.969,12,7,19,14,2,5,0.001,0.003,2,548,0.282,FALSE,FALSE,0,0.000000867802047574044,0.0000011857615619721,0.000000317959514398059,36.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr17-5471250:5486230","'DERL2","-",24.981,9,7,10,8,3,37,0.001,0.107,1,548,0.692,FALSE,FALSE,0,0.00000424118484097816,0.0000062918657898656,0.00000205068094888743,48.4,FALSE,FALSE,TRUE,FALSE,"A"
"chr10-21756547:22003721","'DNAJC1","-",257.175,10,7,16,9,1,38,0.002,0.005,2,270,0.714,FALSE,FALSE,0,0.000000659156067346985,0.000000687563863939775,0.0000000284077965927898,4.3,FALSE,FALSE,TRUE,FALSE,"A"
"chr1-153804906:153922975","'GATAD2B","-",128.07,21,7,72,22,4,2,0.002,0.014,2,548,0.143,FALSE,FALSE,0,0.00000595637602318907,0.000003375006036275,-0.00000258136998691406,-43.3,FALSE,TRUE,FALSE,TRUE,"DL"
"chr2-143946013:144332534","'GTDC1","-",396.522,7,7,14,18,2,9,0.001,0.01,2,28,0.408,FALSE,FALSE,0,0.000000374074210050049,0.000000891876045761454,0.000000517801835711404,138.4,TRUE,FALSE,FALSE,FALSE,"E"
"chr15-40978880:41116246","'INO80","-",147.367,16,7,25,10,4,3,0.002,0.003,3,270,0.192,FALSE,FALSE,0,0.0000017973670922336,0.00000133321146607307,-0.000000464155626160525,-25.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-49018974:49055324","'KMT2D","-",46.351,15,7,28,17,4,33,0.002,0.008,1,28,0.619,TRUE,FALSE,0,0.00000640023533116721,0.00000720591434932027,0.000000805679018153063,12.6,FALSE,FALSE,TRUE,FALSE,"A"
"chr6-31797391:31806984","'LSM2","-",19.594,23,7,73,13,4,2,0.005,0.005,2,360,0.163,FALSE,FALSE,0,0.0000394726947606957,0.0000130352549942343,-0.0000264374397664613,-67,FALSE,TRUE,FALSE,TRUE,"DL"
"chr20+13995499:16053196","'MACROD2","+",2067.698,6,7,8,14,1,1,0.001,0.006,1,180,0,FALSE,FALSE,0,0.0000000409920746695022,0.000000133027126673773,0.0000000920350520042707,224.5,TRUE,FALSE,FALSE,FALSE,"E"
"chr5+139273751:139331677","'MATR3","+",67.927,10,7,14,17,3,6,0.006,0.007,2,90,0.333,FALSE,FALSE,0,0.0000021836479443736,0.0000049170629647319,0.0000027334150203583,125.2,TRUE,FALSE,FALSE,FALSE,"E"
"chr1+15871148:15905467","'MIR5096","+",44.32,12,7,20,12,1,2,0.001,0.007,2,50,0.15,FALSE,FALSE,0,0.00000478109379568933,0.0000053196220429817,0.000000538528247292367,11.3,FALSE,TRUE,FALSE,TRUE,"DL"
"chr6+31546850:31558829","'NFKBIL1","+",21.98,23,7,63,18,8,4,0.003,0.014,2,180,0.226,FALSE,FALSE,0,0.0000303675588093083,0.0000160895574803195,-0.0000142780013289887,-47,FALSE,TRUE,FALSE,TRUE,"DL"
"chr6+154010495:154246867","'OPRM1","+",246.373,12,7,17,11,3,3,0.002,0.002,2,270,0.14,FALSE,FALSE,0,0.000000731059675659298,0.000000877200470558339,0.000000146140794899041,20,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-80967810:81112068","'PAG1","-",154.259,17,7,28,13,2,2,0.002,0.008,2,360,0.113,FALSE,FALSE,0,0.00000192311183033036,0.00000165573993320991,-0.000000267371897120451,-13.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr21+46324121:46445769","'PCNT","+",131.649,11,7,21,12,4,5,0.002,0.003,2,548,0.303,FALSE,FALSE,0,0.00000169004687370355,0.00000179086547520261,0.000000100818601499063,6,FALSE,FALSE,FALSE,TRUE,"L"
"chr3+57556246:57656480","'PDE12","+",110.235,5,7,8,13,3,3,0.008,0.011,1,60,0.222,FALSE,FALSE,0,0.000000768895820837124,0.00000231698449999572,0.00000154808867915859,201.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr8-65714333:65841734","'PDE7A","-",137.402,15,7,29,14,3,4,0.001,0.005,2,120,0.236,FALSE,FALSE,0,0.0000022361553084102,0.00000200186259129494,-0.000000234292717115268,-10.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+28369581:28500369","'PHACTR4","+",140.789,18,7,36,12,3,3,0.004,0.015,2,360,0.198,FALSE,FALSE,0,0.00000270913593139316,0.00000167460276687063,-0.00000103453316452253,-38.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr3+72996742:73069201","'PPP4R2","+",82.46,6,7,6,11,1,2,0.001,0.004,2,90,0.126,FALSE,FALSE,0,0.000000770912237539235,0.00000262088905569815,0.00000184997681815892,240,TRUE,FALSE,FALSE,FALSE,"E"
"chr17+66302807:66810744","'PRKCA","+",517.938,7,7,16,14,2,7,0.003,0.009,2,360,0.345,FALSE,FALSE,0,0.000000327294891705109,0.000000531067277877095,0.000000203772386171986,62.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-161347557:162727802","'PRKN","-",1390.246,5,7,7,11,1,3,0,0.005,1,360,0.14,FALSE,FALSE,0,0.0000000533461897813285,0.000000155453431646536,0.000000102107241865207,191.4,TRUE,FALSE,FALSE,FALSE,"E"
"chr9+107283235:107332194","'RAD23B","+",58.96,4,7,4,10,1,2,0.001,0.004,1,150,0.082,TRUE,FALSE,0,0.000000718785878646374,0.00000333228246473525,0.00000261349658608888,363.6,TRUE,FALSE,FALSE,FALSE,"E"
"chr5+87268252:87391926","'RASA1","+",133.675,15,7,17,22,2,3,0.001,0.001,1,28,0.136,TRUE,FALSE,0,0.00000134739753485101,0.00000323349185012709,0.00000188609431527609,140,TRUE,FALSE,FALSE,FALSE,"E"
"chr19-5993163:6110653","'RFX2","-",127.491,19,7,39,14,2,9,0.005,0.321,2,360,0.374,TRUE,FALSE,0,0.000003241022897292,0.00000215748502850481,-0.00000108353786878719,-33.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-24804280:25042288","'RIPOR2","-",248.009,14,7,31,14,3,10,0.002,0.045,2,150,0.391,FALSE,FALSE,0,0.00000132431492159024,0.00000110907234724993,-0.000000215242574340315,-16.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+30710536:30710665","'SNORA30","+",10.13,8,7,12,10,2,373,0.001,0.357,5,360,0.864,FALSE,FALSE,0,0.0000125507251939754,0.0000193950023811244,0.00000684427718714906,54.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-120762509:120904352","'SPPL3","-",151.844,19,7,46,16,2,9,0.003,0.038,3,360,0.41,TRUE,FALSE,0,0.00000320964659227488,0.00000207024445215659,-0.00000113940214011829,-35.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-152121683:152637399","'SYNE1","-",525.717,16,7,19,14,3,22,0.003,0.013,3,360,0.565,TRUE,FALSE,0,0.000000382911667634304,0.000000523209110165939,0.000000140297442531635,36.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+89873585:89911384","'TCF25","+",47.8,18,7,40,14,4,5,0.001,0.011,3,120,0.313,FALSE,FALSE,0,0.00000886602832740381,0.00000575439171065077,-0.00000311163661675304,-35.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-1253911:1273854","'UBE2J2","-",29.944,22,7,69,14,4,2,0.011,0.003,2,180,0.107,FALSE,FALSE,0,0.0000244138513804462,0.00000918581097278609,-0.0000152280404076601,-62.4,FALSE,TRUE,FALSE,TRUE,"DL"
"chr13+75549479:75606020","'UCHL3","+",66.542,6,7,7,12,1,6,0.001,0.008,2,28,0.296,FALSE,FALSE,0,0.00000111454911121897,0.00000354311035052972,0.00000242856123931075,217.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr16-1363204:1414720","'UNKL","-",61.517,22,7,40,25,2,7,0.002,0.028,2,912,0.269,FALSE,FALSE,0,0.00000688909007347403,0.00000798443414506521,0.00000109534407159118,15.9,FALSE,FALSE,FALSE,TRUE,"L"
"chrY+12701230:12860843","'USP9Y","+",169.614,5,7,6,10,1,4,0.001,0.01,2,28,0.273,FALSE,FALSE,0,0.000000374788773966095,0.00000115834408787477,0.000000783555313908671,209.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr19+50025892:50048774","'ZNF473","+",32.883,16,7,22,11,2,3,0.005,0.016,2,360,0.206,FALSE,FALSE,0,0.00000708840083713305,0.00000657234776428153,-0.000000516053072851517,-7.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr10-114431109:114768225","'ABLIM1","-",347.117,5,6,5,11,1,6,0.001,0.002,2,28,0.344,FALSE,FALSE,0,0.000000152612863260047,0.000000622609988945715,0.000000469997125685668,308,TRUE,FALSE,FALSE,FALSE,"E"
"chr10-31805397:31928876","'ARHGAP12","-",133.48,4,6,5,10,1,3,0.001,0.005,2,28,0.15,FALSE,FALSE,0,0.000000396872334853444,0.00000147191619808803,0.00000107504386323459,270.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr18+79069274:79378282","'ATP9B","+",319.009,10,6,18,11,1,2,0.005,0.02,2,1584,0.126,FALSE,FALSE,0,0.000000597814699028729,0.000000677468383440184,0.0000000796536844114547,13.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-31639027:31652700","'BAG6","-",23.674,17,6,41,15,3,36,0.001,0.014,2,90,0.661,FALSE,FALSE,0,0.0000183488661781342,0.0000124485537374836,-0.00000590031244065066,-32.2,FALSE,FALSE,TRUE,FALSE,"A"
"chr7+16646133:16706523","'BZW2","+",70.391,5,6,6,10,1,6,0.001,0.002,1,21,0.3,FALSE,FALSE,0,0.00000090309021192319,0.00000279114338652371,0.00000188805317460052,209.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr2+44361903:44772592","'CAMKMT","+",420.69,5,6,5,11,1,9,0,0.005,1,360,0.4,FALSE,FALSE,0,0.000000125922934360783,0.000000513723909607715,0.000000387800975246932,308,TRUE,FALSE,FALSE,FALSE,"E"
"chr6-118460771:118710075","'CEP85L","-",259.305,12,6,22,10,1,3,0.001,0.021,2,150,0.192,FALSE,FALSE,0,0.000000898894678958933,0.000000757684480132626,-0.000000141210198826307,-15.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr12+132084282:132126340","'EP400P1","+",52.059,10,6,20,18,2,5,0.001,0.043,3,270,0.247,FALSE,FALSE,0,0.00000407034474394343,0.00000679322448409349,0.00000272287974015006,66.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+99971474:100144236","'EVL","+",182.763,17,6,29,12,3,4,0.001,0.012,2,548,0.326,TRUE,FALSE,0,0.00000168115106277627,0.00000129000754498968,-0.000000391143517786588,-23.3,FALSE,FALSE,FALSE,TRUE,"L"
"chrX+155026788:155056916","'FUNDC2","+",40.129,6,6,8,13,2,9,0.001,0.005,3,60,0.352,FALSE,TRUE,0.980038544139147,0.00000211216902514342,0.00000636479320085294,0.00000425262417570952,201.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr7-2728105:2844325","'GNA12","-",126.221,6,6,6,11,1,2,0.001,0.001,1,28,0.126,TRUE,FALSE,0,0.000000503635869684801,0.00000171222309705096,0.00000120858722736616,240,TRUE,FALSE,FALSE,FALSE,"E"
"chr15-28111036:28322152","'HERC2","-",221.117,3,6,3,10,1,4,0,0.005,2,360,0.243,FALSE,FALSE,0,0.000000143746123336255,0.000000888540338919172,0.000000744794215582917,518.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr17-58420166:58488401","'HSF5","-",78.236,14,6,18,9,2,34,0.003,0.01,2,28,0.697,FALSE,FALSE,0,0.00000243760250169303,0.00000226013902434572,-0.000000177463477347313,-7.3,FALSE,FALSE,TRUE,FALSE,"A"
"chr16-15594368:15643166","'MARF1","-",58.799,11,6,19,18,1,17,0.001,0.007,2,120,0.47,FALSE,FALSE,0,0.00000342358157747076,0.00000601453210798522,0.00000259095053051446,75.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr6+33391535:33409922","'KIFC1","+",28.388,13,6,21,11,2,42,0.005,0.003,2,21,0.7,FALSE,FALSE,0,0.00000783757153995345,0.00000761302351461426,-0.000000224548025339189,-2.9,FALSE,FALSE,TRUE,FALSE,"A"
"chr19-1576670:1592761","'MBD3","-",26.092,10,6,14,12,2,2,0.001,0.003,2,600,0.119,FALSE,TRUE,3.48097398823765,0.00000568483266585412,0.00000903593626187907,0.00000335110359602495,58.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr22+37668025:38024093","'MIR5096","+",366.069,18,6,49,13,5,6,0.003,0.004,2,150,0.308,FALSE,FALSE,0,0.0000014181760507203,0.000000697717606126243,-0.000000720458444594058,-50.8,FALSE,TRUE,FALSE,TRUE,"DL"
"chr16-48538725:48610209","'N4BP1","-",81.485,7,6,9,9,1,32,0.001,0.051,2,120,0.672,FALSE,FALSE,0,0.00000117020475745509,0.00000217002192684189,0.000000999817169386802,85.4,FALSE,FALSE,TRUE,FALSE,"A"
"chr5-41730064:41870689","'OXCT1","-",150.626,10,6,12,10,3,3,0.001,0.136,2,180,0.229,FALSE,FALSE,0,0.000000844069723785871,0.00000130436560833316,0.000000460295884547289,54.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+96502375:96567116","'PAPOLA","+",74.742,7,6,13,16,2,3,0.001,0.004,1,150,0.141,FALSE,TRUE,7.26892786544384,0.00000184278919571617,0.0000042058574642539,0.00000236306826853773,128.2,TRUE,FALSE,FALSE,FALSE,"E"
"chr20+35772000:35950366","'PHF20","+",188.367,16,6,32,13,4,38,0.005,0.019,2,60,0.676,TRUE,FALSE,0,0.00000179987430515919,0.00000135593169906102,-0.000000443942606098169,-24.7,FALSE,FALSE,TRUE,FALSE,"A"
"chr11+70270699:70384501","'PPFIA1","+",123.803,11,6,18,12,3,20,0.001,0.021,4,270,0.588,FALSE,FALSE,0,0.00000154041718958713,0.00000190436135590372,0.00000036394416631659,23.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr2+28751747:28802940","'PPP1CB","+",61.194,10,6,20,8,2,23,0.002,0.022,2,360,0.641,FALSE,FALSE,0,0.00000346272636246938,0.00000256850507070354,-0.000000894221291765835,-25.8,FALSE,FALSE,TRUE,FALSE,"A"
"chr12-56663340:56688408","'PTGES3","-",35.069,15,6,28,8,3,23,0.002,0.008,2,28,0.641,FALSE,TRUE,1.21234367547959,0.00000845924628118656,0.00000448193844411396,-0.0000039773078370726,-47,FALSE,FALSE,TRUE,FALSE,"A"
"chr10+27504173:27542237","'RAB18","+",48.065,7,6,10,7,2,24,0.001,0.031,2,28,0.643,FALSE,FALSE,0,0.0000022042866641522,0.00000286133281773751,0.000000657046153585309,29.8,FALSE,FALSE,TRUE,FALSE,"A"
"chr5+146203599:146289221","'RBM27","+",95.623,3,6,5,12,1,3,0,0.002,1,21,0.211,FALSE,FALSE,0,0.000000553993487510722,0.00000246557469379698,0.00000191158120628626,345.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr1+150364110:150476565","'RPRD2","+",122.456,18,6,44,11,2,6,0.001,0.003,3,270,0.355,FALSE,FALSE,0,0.00000380688385587388,0.00000176486665849668,-0.0000020420171973772,-53.6,FALSE,TRUE,FALSE,TRUE,"DL"
"chr7+77696425:77779803","'RSBN1L","+",93.379,6,6,10,8,3,31,0.001,0.011,2,14,0.691,FALSE,FALSE,0,0.00000113461311978577,0.00000168321677568439,0.000000548603655898617,48.4,FALSE,FALSE,TRUE,FALSE,"A"
"chr14-39031918:39103528","'SEC23A","-",81.611,13,6,18,13,2,7,0.003,0.004,2,270,0.424,FALSE,FALSE,0,0.00000233679613437473,0.00000312963676902657,0.000000792840634651847,33.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-82818508:82900571","'SEC31A","-",92.064,9,6,10,7,2,66,0.003,0.004,2,60,0.752,FALSE,FALSE,0,0.00000115081941380426,0.00000149385168887462,0.000000343032275070363,29.8,FALSE,FALSE,TRUE,FALSE,"A"
