"loci","region_name","region_width","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","TDN_sum_abund","TP_sum_abund","long_count","max_time","max_span","abund_gini","ort_fisher_test","Near_Onco","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min","TDN_freq","TP_freq","freq_diff","pct_chg"
"chr12*51891722:51907416","ACVRL1",25.695,0,1,0,1,0,1,0,0.00176991150442478,0,1,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000729103328093486,0.000000729103328093486,Inf
"chr12*52059508:52069972","ATG101",20.465,1,1,1,1,1,1,0.000477326968973747,0.00543478260869565,1,1,1,25,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000330854587307952,0.00000091543171343084,0.000000584577126122888,176.687024616883
"chr12*52108320:52168994","KRT80",70.675,0,1,0,1,0,1,0,0.00338983050847458,0,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000265076901526171,0.000000265076901526171,Inf
"chr12*52473786:52487172","KRT6A",23.387,1,0,1,0,1,0,0.000477326968973747,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000289517215942927,0,-0.000000289517215942927,-100
"chr12*52952902:53006256","EIF4B",63.355,1,0,1,0,1,0,0.000643500643500643,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000106873003381852,0,-0.000000106873003381852,-100
"chr12*53079421:53097650","IGFBP6",28.23,1,0,1,0,1,0,0.000307408545957578,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000239849065861042,0,-0.000000239849065861042,-100
"chr12*53124540:53157661","CSAD",43.122,0,3,0,3,0,1,0,0.00510204081632653,0,3,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000013033470165133,0.0000013033470165133,Inf
"chr12*53232257:53251584","MFSD5",29.328,1,1,1,1,1,8,0.000278009452321379,0.0212201591511936,1,15,2,21,7,0,1,TRUE,FALSE,TRUE,FALSE,0,0.000000230869446578602,0.000000638785802487798,0.000000407916355909196,176.687024616883
"chr12*53254407:53268297","ESPL1",23.891,1,1,1,1,1,1,0.000282406099971759,0.000742390497401633,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000283409615723797,0.000000784157633224316,0.000000500748017500519,176.687024616883
"chr12*53321629:53326574","SP7",14.946,0,1,0,1,0,1,0,0.00126903553299492,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000125346648035341,0.00000125346648035341,Inf
"chr12*53344794:53380193","SP1",45.4,2,1,2,1,1,1,0.000278009452321379,0.000360880548538434,2,1,1,13,0,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.000000298279256795473,0.000000412650000338373,0.0000001143707435429,38.3435123084417
"chr12*53416443:53423853","AMHR2",17.411,1,0,1,0,1,0,0.000131319763624425,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000388888583611351,0,-0.000000388888583611351,-100
"chr12*54132843:54180356","SMUG1",57.514,1,0,1,0,1,0,0.000643500643500643,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000011772679920119,0,-0.00000011772679920119,-100
"chr12*54188995:54230944","CBX5",51.95,0,2,0,2,0,1,0,0.0277777777777778,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000721243888945607,0.000000721243888945607,Inf
"chr12*54287089:54292105","NFE2",15.017,0,3,0,3,0,1,0,0.00353356890459364,0,3,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000374262036665688,0.00000374262036665688,Inf
"chr12*54301038:54325088","COPZ1",34.051,1,0,1,0,1,0,0.000131319763624425,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000019884699801055,0,-0.00000019884699801055,-100
"chr12*54473603:54497709","NCKAP1L",34.107,1,0,1,0,1,0,0.000235349493998588,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000198520512776182,0,-0.000000198520512776182,-100
"chr12*54543116:54549391","PDE1B",16.276,2,0,2,0,1,0,0.000643500643500643,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000832015130161861,0,-0.000000832015130161861,-100
"chr12*54610463:54630837","LACRT",30.375,1,0,1,0,1,0,0.000477326968973747,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000222911576271843,0,-0.000000222911576271843,-100
"chr12*54648494:54854513","MUCL1",216.02,2,5,3,7,2,5,0.00492610837438424,0.00632911392405063,4,14,2,180,7,0.333333333333333,0.166666666666667,FALSE,FALSE,TRUE,FALSE,0,0.0000000940321145624094,0.000000607074206589829,0.00000051304209202742,545.603057439395
"chr12*54858391:54948301","TESPA1",99.911,5,2,6,4,1,1,0.00089126559714795,0.00078125,6,4,1,28,0,0,0.19047619047619,FALSE,FALSE,FALSE,FALSE,0,0.000000406618237987242,0.000000750039936157666,0.000000343421698170423,84.4580164112556
"chr12*54984747:55019943","NEUROD4",45.197,2,1,2,1,1,1,0.000303122158229767,0.0000632911392405063,2,1,1,14,0,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.000000299618962730147,0.000000414503396583006,0.000000114884433852859,38.3435123084417
"chr12*55030018:55129767","OR9K2",109.75,3,1,3,1,1,2,0.00105820105820106,0.00148478099480327,3,2,1,14,0,0,1,FALSE,FALSE,TRUE,FALSE,0,0.000000185082618567396,0.000000170699863465714,-0.0000000143827551016815,-7.7709917943722
"chr12*55248227:55294286","OR6C6",56.06,1,0,1,0,1,0,0.000428265524625268,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000120780219929669,0,-0.000000120780219929669,-100
"chr12*55295233:55320598","OR6C1",35.366,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000529726573979589,0.000000529726573979589,Inf
"chr12*55637834:55681544","METTL7B",53.711,0,1,0,1,0,1,0,0.00353356890459364,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000348798384229713,0.000000348798384229713,Inf
"chr12*55842984:55901411","PYM1",68.428,5,1,7,1,3,1,0.00088339222614841,0.00543478260869565,9,1,1,25,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000692648826573926,0.000000273781347041593,-0.000000418867479532333,-60.4732821975881
"chr12*56038436:56041900","RPS26",13.465,2,0,2,0,1,0,0.000282406099971759,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000100570948819268,0,-0.00000100570948819268,-100
"chr12*56044224:56080023","ERBB3",45.8,3,0,3,0,2,0,0.000598623166716552,0,4,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000443511296676238,0,-0.000000443511296676238,-100
"chr12*56113911:56116588","RPL41",12.678,2,0,2,0,2,0,0.00144404332129964,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000106813994782414,0,-0.00000106813994782414,-100
"chr12*56122497:56128200","ESYT1",15.704,3,0,3,0,1,0,0.000307408545957578,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000129348047553309,0,-0.00000129348047553309,-100
"chr12*56144677:56152418","MYL6B",17.742,2,0,2,0,1,0,0.000217580504786771,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000763266726328174,0,-0.000000763266726328174,-100
"chr12*56189575:56202502","RNF41",22.928,1,0,1,0,1,0,0.000495785820525533,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000295313116244645,0,-0.000000295313116244645,-100
"chr12*56270967:56271697","CS",10.731,1,0,1,0,1,0,0.000307408545957578,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000063097000552206,0,-0.00000063097000552206,-100
"chr12*56300392:56309840","CNPY2",19.449,3,2,3,2,1,1,0.000643500643500643,0.000410004100041,3,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000104441448854808,0.00000192650624868756,0.000000882091760139472,84.4580164112556
"chr12*56334054:56338877","IL23A",14.824,1,0,1,0,1,0,0.000235349493998588,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000456755202999004,0,-0.000000456755202999004,-100
"chr12*56340411:56341596","STAT2",11.186,0,1,0,1,0,2,0,0.000820008200082001,0,2,1,14,0,0,1,TRUE,FALSE,TRUE,FALSE,0,0,0.00000167479975106044,0.00000167479975106044,Inf
"chr12*56362800:56416371","TIMELESS",63.572,5,3,5,3,1,5,0.00102564102564103,0.031055900621118,5,7,1,28,0,0.380952380952381,0.196428571428571,FALSE,FALSE,TRUE,TRUE,6.6848152464621,0.000000532540987325963,0.000000884083087618549,0.000000351542100292586,66.01221477013
"chr12*56488415:56512863","SNORA105C",34.449,1,1,1,1,1,1,0.000235349493998588,0.000859106529209622,1,1,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000196549656862528,0.000000543827397467623,0.000000347277740605095,176.687024616883
"chr12*56646069:56663339","PTGES3",27.271,0,2,0,2,0,2,0,0.00449438202247191,0,3,1,14,0,0.166666666666667,1,FALSE,FALSE,TRUE,TRUE,1.21234367547959,0,0.00000137393641709964,0.00000137393641709964,Inf
"chr12*56688409:56712425","NACA",34.017,0,1,0,1,0,1,0,0.00448430493273543,0,1,1,23,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000550733751223275,0.000000550733751223275,Inf
"chr12*56725543:56731578","PRIM1",16.036,3,0,3,0,2,0,0.000856531049250535,0,4,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.00000126670100946444,0,-0.00000126670100946444,-100
"chr12*56752363:56763216","HSD17B6",20.854,1,1,1,1,1,1,0.000307408545957578,0.00218340611353712,1,1,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000324682992675613,0.000000898355711871206,0.000000573672719195593,176.687024616883
"chr12*56787791:56923152","SDR9C7",145.362,1,1,1,1,1,2,0.000303122158229767,0.000126582278481013,1,2,1,14,0,0,1,FALSE,FALSE,TRUE,FALSE,0,0.0000000465798429387132,0.000000128880381498343,0.0000000823005385596298,176.687024616883
"chr12*56959375:56994569","GPR182",45.195,0,1,0,1,0,2,0,0.0009000900090009,0,2,1,28,0,0,1,FALSE,FALSE,TRUE,FALSE,0,0,0.000000414521739470343,0.000000414521739470343,Inf
"chr12*57016561:57028515","MYO1A",21.955,8,2,12,2,2,42,0.000736919675755343,0.0180412371134021,13,78,2,21,7,0.476744186046512,1,FALSE,TRUE,TRUE,FALSE,0,0.00000370080936238154,0.00000170660988525276,-0.00000199419947712879,-53.8854958971861
"chr12*57050766:57055641","NEMP1",14.876,2,0,2,0,2,0,0.000614817091915155,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000910317172527188,0,-0.000000910317172527188,-100
"chr12*57078792:57088892","NAB2",20.101,6,2,9,2,1,1,0.000958772770853308,0.00301204819277108,9,2,1,14,0,0,0.490909090909091,TRUE,FALSE,FALSE,FALSE,0,0.0000030316129627041,0.00000186401771209016,-0.00000116759525061394,-38.5139945295815
"chr12*57431006:57434683","INHBC",13.678,1,0,1,0,1,0,0.000131319763624425,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000495024062674165,0,-0.000000495024062674165,-100
"chr12*57584772:57591157","PIP4K2C",16.386,1,0,1,0,1,0,0.00101010101010101,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000413214886443136,0,-0.000000413214886443136,-100
"chr12*57633240:57693953","OS9",70.714,1,0,1,0,1,0,0.000495049504950495,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000957510412260264,0,-0.0000000957510412260264,-100
"chr12*57957270:58087890","LOC105369785",140.621,1,0,1,0,1,0,0.000428265524625268,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000481502700824004,0,-0.0000000481502700824004,-100
"chr12*58093361:58565957","LOC101927653",482.597,0,3,0,3,0,1,0,0.00598802395209581,0,3,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000116459344020138,0.000000116459344020138,Inf
"chr12*58920539:59596038","SLC16A7",685.5,4,1,4,1,2,1,0.0029940119760479,0.000716332378223496,6,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000395094916368037,0.0000000273294092127821,-0.0000000121800824240216,-30.8282438457792
"chr12*59789855:61708246","FAM19A2",1928.392,2,4,4,6,2,1,0.000364763815429509,0.00598802395209581,5,6,1,121,0,0,0.466666666666667,FALSE,FALSE,FALSE,FALSE,0,0.0000000140447359857482,0.000000058289943171395,0.0000000442452071856469,315.030536925325
"chr12*62192840:62260338","USP15",77.499,0,3,0,3,0,1,0,0.00632911392405063,0,3,1,270,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000725208454897307,0.000000725208454897307,Inf
"chr12*62409722:62466815","MON2",67.094,2,2,2,2,1,1,0.000299311583358276,0.000742390497401633,2,2,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000201834415275799,0.000000558449638279492,0.000000356615223003693,176.687024616883
"chr12*62597584:62601749","LINC01465",14.166,0,1,0,1,0,1,0,0.000859106529209622,0,1,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000132248411798406,0.00000132248411798406,Inf
"chr12*62934886:63142757","AVPR1A",217.872,0,2,0,2,0,1,0,0.00176991150442478,0,2,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000171975380180676,0.000000171975380180676,Inf
"chr12*63152811:63558911","DPY19L2",416.101,2,0,2,0,2,0,0.000435161009573542,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000032544690492247,0,-0.000000032544690492247,-100
"chr12*63668575:63779801","TMEM5",121.227,1,0,1,0,1,0,0.000278009452321379,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000558533918125271,0,-0.0000000558533918125271,-100
"chr12*64147864:64186310","C12orf66",48.447,1,0,1,0,1,0,0.000182381907714755,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000139759719471943,0,-0.000000139759719471943,-100
"chr12*64222297:64266981","C12orf56",54.685,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000123817118574696,0,-0.000000123817118574696,-100
"chr12*64502120:64610511","RASSF3",118.392,2,0,2,0,1,0,0.000719424460431655,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000114381700271255,0,-0.000000114381700271255,-100
"chr12*65121567:65169569","LEMD3",58.003,0,1,0,1,0,1,0,0.000957854406130268,0,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000322988638783548,0.000000322988638783548,Inf
"chr12*65642373:65758019","RPSAP52",125.647,1,2,1,3,1,3,0.000235349493998588,0.000932835820895522,1,5,1,28,0,0.266666666666667,1,FALSE,FALSE,TRUE,FALSE,0,0.0000000538885857144001,0.000000447308173263877,0.000000393419587549477,730.06107385065
"chr12*66023727:66123067","LLPH",109.341,1,1,1,1,1,3,0.000235349493998588,0.000189873417721519,1,3,1,14,0,0,1,FALSE,FALSE,TRUE,FALSE,0,0.000000061924979003825,0.000000171338381900313,0.000000109413402896488,176.687024616883
"chr12*66679146:67077624","LOC102724421",408.479,6,3,6,3,1,2,0.00089126559714795,0.0031055900621118,6,4,1,180,0,0.166666666666667,0.464285714285714,FALSE,FALSE,TRUE,FALSE,0,0.0000000994558711109833,0.000000137590745291891,0.0000000381348741809078,38.3435123084417
"chr12*67096285:67269279","CAND1",182.995,1,3,1,3,1,2,0.000495785820525533,0.00858369098712446,1,4,1,360,0,0.166666666666667,1,FALSE,FALSE,TRUE,FALSE,0,0.0000000370006783204854,0.000000307128227799046,0.00000027012754947856,730.06107385065
"chr12*67314693:67520080","LOC100507175",215.388,2,1,2,1,1,1,0.000485201358563804,0.00334448160535117,2,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000628720182113881,0.0000000869793582528374,0.0000000241073400414493,38.3435123084417
"chr12*67567132:67648730","DYRK2",91.599,4,1,4,1,5,1,0.00321750321750322,0.0434782608695652,8,1,1,270,0,0,0.4,FALSE,FALSE,FALSE,FALSE,0,0.000000295677425703653,0.000000204525267910808,-0.0000000911521577928447,-30.8282438457792
"chr12*67662665:67709045","LOC101927901",56.381,2,3,2,3,1,1,0.000509164969450102,0.000354233085370174,2,3,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000240185137874718,0.000000996841667336273,0.000000756656529461555,315.030536925325
"chr12*67729476:67929233","LINC01479",209.758,1,2,1,2,1,1,0.000958772770853308,0.00126903553299492,1,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000322797658695126,0.000000178627847475301,0.000000146348081605789,453.374049233767
"chr12*68021328:68154768","IFNG",143.441,5,4,5,4,1,2,0.00149700598802395,0.00355871886120996,5,7,2,120,106,0.15,0.523809523809524,FALSE,FALSE,TRUE,FALSE,0,0.000000236018262883598,0.000000522425527300064,0.000000286407264416467,121.349619693507
"chr12*68159742:68201347","IL26",51.606,3,0,3,0,2,0,0.000736919675755343,0,4,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000393613482691386,0,-0.000000393613482691386,-100
"chr12*68225792:68248243","IL22",32.452,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000208644740825133,0,-0.000000208644740825133,-100
"chr12*68253502:68294564","MDM1",51.063,0,1,0,2,0,1,0,0.00355871886120996,0,2,1,120,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000733772399403174,0.000000733772399403174,Inf
"chr12*68332382:68431840","LOC100507195",109.459,1,1,1,1,2,1,0.000364763815429509,0.00087260034904014,2,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000618582220672327,0.000000171153674118731,0.000000109295452051498,176.687024616883
"chr12*68451485:68610837","RAP1B",169.353,5,5,6,7,1,1,0.000736919675755343,0.00429184549356223,6,7,1,360,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.00000023988730507014,0.000000774359887970895,0.000000534472582900755,222.801528719697
"chr12*68660607:68674369","LOC100507250",23.763,4,1,4,1,2,1,0.00099009900990099,0.000442086648983201,5,2,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.00000113974483512304,0.000000788381518131639,-0.000000351363316991406,-30.8282438457792
"chr12*68805495:68808170","MDM2",12.676,0,1,0,1,0,1,0,0.0031055900621118,0,1,1,180,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.00000147793546981399,0.00000147793546981399,Inf
"chr12*68963241:69239535","CPSF6",286.295,5,0,5,0,1,0,0.00169779286926995,0,5,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000011825108942275,0,-0.00000011825108942275,-100
"chr12*69274359:69348352","LYZ",83.994,0,2,0,2,0,1,0,0.0010482180293501,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000446086863713173,0.000000446086863713173,Inf
"chr12*69354234:69359708","YEATS4",15.475,1,4,2,4,1,1,0.000282406099971759,0.00709219858156028,2,4,1,360,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000875080986010627,0.00000484247108636178,0.00000396739010035115,453.374049233767
"chr12*69390871:69470347","FRS2",89.477,1,1,1,1,1,1,0.000162443144899285,0.0256410256410256,1,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000756723977028424,0.000000209375705660249,0.000000133703307957407,176.687024616883
"chr12*69958726:70222189","LINC01481",273.464,0,2,0,2,0,1,0,0.00584795321637427,0,2,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000137014817419201,0.000000137014817419201,Inf
"chr12*70354994:70366280","KCNMB4",21.287,1,0,1,0,1,0,0.000405186385737439,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000318078598640355,0,-0.000000318078598640355,-100
"chr12*71158000:71439768","LGR5",291.769,1,0,1,0,1,0,0.000477326968973747,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000000232065062746804,0,-0.0000000232065062746804,-100
"chr12*71680649:71686096","TMEM19",15.448,0,2,0,2,0,1,0,0.00126903553299492,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000242546737640628,0.00000242546737640628,Inf
"chr12*71793477:71839705","TBC1D15",56.229,1,1,1,1,1,2,0.000131319763624425,0.000531632110579479,1,2,1,14,0,0,1,FALSE,FALSE,TRUE,FALSE,0,0.000000120417206944054,0.000000333178787020259,0.000000212761580076205,176.687024616883
"chr12*72665643:73159188","LOC101928137",503.546,1,2,1,2,1,1,0.000485201358563804,0.00354609929078014,1,2,1,150,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000134465155700914,0.0000000744095276910635,0.0000000609630121209721,453.374049233767
"chr12*73208318:74133174","LOC100507377",934.857,7,8,8,8,2,2,0.00166112956810631,0.00471698113207547,9,11,1,60,0,0.141414141414141,0.576470588235294,FALSE,FALSE,TRUE,FALSE,0,0.0000000579420307427316,0.000000160318080864664,0.000000102376050121932,176.687024616883
"chr12*74292632:74537769","ATXN7L3B",255.138,3,1,3,1,3,1,0.00148514851485149,0.0087719298245614,5,1,1,912.5,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000796150216266165,0.0000000734281448289245,-0.00000000618687679769204,-7.77099179437222
"chr12*74541453:75040076","KCNC2",508.624,6,2,8,3,1,30,0.00102564102564103,0.00380662352493338,8,40,2,270,7,0.585858585858586,1,FALSE,TRUE,TRUE,FALSE,0,0.000000106498146045129,0.000000110499956836654,0.00000000400181079152493,3.75763423133125
"chr12*75209749:75275977","CAPS2",76.229,2,0,2,0,1,0,0.00169779286926995,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000177647329212169,0,-0.000000177647329212169,-100
"chr12*75511639:76025445","PHLDA1",523.807,6,5,7,8,1,2,0.00113636363636364,0.00354609929078014,7,9,1,150,0,0.0972222222222223,1,FALSE,FALSE,TRUE,FALSE,0,0.0000000904848043359493,0.000000286125386111482,0.000000195640581775533,216.213742419295
"chr12*76085034:76344484","BBS10",269.451,2,0,2,0,1,0,0.000182381907714755,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000050257294493301,0,-0.000000050257294493301,-100
"chr12*76559810:76764072","ZDHHC17",214.263,2,1,2,1,1,1,0.000235349493998588,0.00126903553299492,2,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000632021312989851,0.000000087436048292809,0.0000000242339169938238,38.3435123084417
"chr12*76879041:77021244","E2F7",152.204,3,0,3,0,3,0,0.0014873574615766,0,5,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000133457842026305,0,-0.000000133457842026305,-100
"chr12*77065581:77831287","NAV3",775.707,1,3,1,3,1,1,0.00131752305665349,0.0285714285714286,1,3,1,360,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000000872873279377036,0.0000000724538131615241,0.0000000637250803677538,730.06107385065
"chr12*78359747:78863991","SYT1",514.245,3,1,3,1,1,1,0.000509164969450102,0.00218340611353712,3,1,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000395002720255359,0.0000000364307091276768,-0.00000000306956289785909,-7.77099179437221
"chr12*79935456:80209451","OTOGL",283.996,2,2,2,2,1,2,0.00102564102564103,0.00288184438040346,2,3,1,547.5,0,0.166666666666667,1,FALSE,FALSE,TRUE,FALSE,0,0.0000000476833415207061,0.000000131933618891549,0.0000000842502773708426,176.687024616883
"chr12*81759331:81953717","LOC101928449",204.387,2,1,2,1,1,1,0.00169779286926995,0.00026581605528974,2,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000662560645173835,0.0000000916609667706955,0.000000025404902253312,38.3435123084417
"chr12*81993134:82352302","CCDC59",369.169,1,1,1,1,1,1,0.000282406099971759,0.0087719298245614,1,1,1,912.5,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000183410284429549,0.0000000507472458829483,0.0000000324062174399934,176.687024616883
"chr12*82479238:82687153","TMTC2",217.916,0,1,0,2,0,1,0,0.00222222222222222,0,2,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000171940656173591,0.000000171940656173591,Inf
"chr12*83134869:84859486","SLC6A15",1734.618,0,5,0,5,0,1,0,0.03125,0,5,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000054001255652144,0.000000054001255652144,Inf
"chr12*84912830:85014313","TSPAN19",111.484,2,0,2,0,1,0,0.000217580504786771,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000121469253511844,0,-0.000000121469253511844,-100
"chr12*85301784:85804551","RASSF9",512.768,3,3,4,3,1,1,0.000299311583358276,0.0062111801242236,4,3,1,28,0,0,0.428571428571429,FALSE,FALSE,FALSE,FALSE,0,0.0000000528187338465523,0.000000109606937340252,0.0000000567882034936999,107.515268462663
"chr12*86838905:87330737","LOC105369879",501.833,1,1,1,1,1,1,0.00016095284081764,0.00218340611353712,1,1,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000134924150648866,0.0000000373317617919948,0.0000000238393467271082,176.687024616883
"chr12*87332322:87782884","MKRN9P",460.563,2,1,2,1,1,1,0.00131752305665349,0.0000632911392405063,2,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000294028792119959,0.0000000406769758216838,0.0000000112740966096879,38.3435123084417
"chr12*87784712:87980037","C12orf50",205.326,0,2,0,2,0,5,0,0.00354609929078014,0,6,1,150,0,0.333333333333333,1,FALSE,FALSE,TRUE,FALSE,0,0,0.000000182483562874279,0.000000182483562874279,Inf
"chr12*88199888:88492791","KITLG",302.904,2,1,2,1,1,1,0.000509164969450102,0.00334448160535117,2,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000000447068320607006,0.0000000618490017146097,0.0000000171421696539091,38.3435123084417
"chr12*88580474:89011124","LOC728084",440.651,2,1,2,2,1,1,0.00131752305665349,0.0000632911392405063,2,2,1,14,0,0,0.333333333333333,TRUE,FALSE,FALSE,FALSE,0,0.0000000307315273504757,0.0000000850301486453549,0.0000000542986212948792,176.687024616883
"chr12*89019693:89347823","DUSP6",338.131,7,4,7,6,3,1,0.0014873574615766,0.0555555555555556,10,6,1,92,0,0,0.592074592074592,FALSE,FALSE,FALSE,FALSE,0,0.000000140172222910057,0.000000332432873922157,0.000000192260651012099,137.160306814471
"chr12*89352860:89419719","POC1B",76.86,1,1,1,1,1,1,0.00016095284081764,0.00471698113207547,1,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000880944461261674,0.000000243745901839216,0.000000155651455713048,176.687024616883
"chr12*89526263:89588047","ATP2B1",71.785,0,1,0,2,0,1,0,0.000126887450831113,0,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000521956119394362,0.000000521956119394362,Inf
