seqnames,strand,position,sampleName,refGenome
chr8,+,100482458,TDN - CR_PRtd,hg38
chr2,+,140741597,TDN - CR_PRtd,hg38
chr1,+,32825744,TDN - CR_PRtd,hg38
chr21,-,46230734,TDN - CR_PRtd,hg38
chr1,-,248923196,TDN - CR_PRtd,hg38
chr15,-,64392729,TDN - CR_PRtd,hg38
chr17,-,63793183,TDN - CR_PRtd,hg38
chr20,-,63914822,TDN - CR_PRtd,hg38
chr6,-,30306983,TDN - CR_PRtd,hg38
chr1,-,44342514,TDN - CR_PRtd,hg38
chr8,-,54331723,TDN - CR_PRtd,hg38
chr22,-,40305697,TDN - CR_PRtd,hg38
chr17,-,37089161,TDN - CR_PRtd,hg38
chr1,-,183474378,TDN - CR_PRtd,hg38
chr6,+,30535391,TDN - CR_PRtd,hg38
chr5,+,5439518,TDN - CR_PRtd,hg38
chr10,+,101514008,TDN - CR_PRtd,hg38
chr19,+,4257700,TDN - CR_PRtd,hg38
chr12,-,34033936,TDN - CR_PRtd,hg38
chr1,-,226715416,TDN - CR_PRtd,hg38
chr20,-,45038935,TDN - CR_PRtd,hg38
chr8,-,130224264,TDN - CR_PRtd,hg38
chr7,+,105993457,TDN - CR_PRtd,hg38
chr4,-,87367864,TDN - CR_PRtd,hg38
chr19,-,47090268,TDN - CR_PRtd,hg38
chr7,+,107185211,TDN - CR_PRtd,hg38
chr1,-,1477862,TDN - CR_PRtd,hg38
chr14,-,16095347,TDN - CR_PRtd,hg38
chr9,-,116705622,TDN - CR_PRtd,hg38
chr16,-,89123465,TDN - CR_PRtd,hg38
chr9,-,136811652,TDN - CR_PRtd,hg38
chr17,+,4022857,TDN - CR_PRtd,hg38
chr1,+,105183559,TDN - CR_PRtd,hg38
chr2,-,71126080,TDN - CR_PRtd,hg38
chr11,-,67173352,TDN - CR_PRtd,hg38
chr9,+,3326836,TDN - CR_PRtd,hg38
chr14,-,97722232,TDN - CR_PRtd,hg38
chr3,-,184334828,TDN - CR_PRtd,hg38
chr3,-,58382599,TDN - CR_PRtd,hg38
chr9,+,137120972,TDN - CR_PRtd,hg38
chr16,+,3436508,TDN - CR_PRtd,hg38
chr19,+,12603134,TDN - CR_PRtd,hg38
chr17,-,81263308,TDN - CR_PRtd,hg38
chr19,-,50360869,TDN - CR_PRtd,hg38
chr4,-,139079035,TDN - CR_PRtd,hg38
chr16,-,69663331,TDN - CR_PRtd,hg38
chr7,+,90355349,TDN - CR_PRtd,hg38
chr19,+,50414125,TDN - CR_PRtd,hg38
chr1,-,150784841,TDN - CR_PRtd,hg38
chr2,-,31893039,TDN - CR_PRtd,hg38
chr8,-,81146347,TDN - CR_PRtd,hg38
chr11,-,3738039,TDN - CR_PRtd,hg38
chr13,-,72914799,TDN - CR_PRtd,hg38
chr2,+,191068270,TDN - CR_PRtd,hg38
chr19,+,1586042,TDN - CR_PRtd,hg38
chr4,-,1708507,TDN - CR_PRtd,hg38
chr6,+,3108189,TDN - CR_PRtd,hg38
chr19,-,6865346,TDN - CR_PRtd,hg38
chr10,-,123712076,TDN - CR_PRtd,hg38
chr4,-,182909107,TDN - CR_PRtd,hg38
chr1,-,39316417,TDN - CR_PRtd,hg38
chr12,-,68023991,TDN - CR_PRtd,hg38
chr13,+,76769732,TDN - CR_PRtd,hg38
chr1,-,155926318,TDN - CR_PRtd,hg38
chr6,+,43653946,TDN - CR_PRtd,hg38
chr3,-,47636012,TDN - CR_PRtd,hg38
chr7,-,150490036,TDN - CR_PRtd,hg38
chr2,+,31972074,TDN - CR_PRtd,hg38
chr21,+,45194471,TDN - CR_PRtd,hg38
chr16,-,2258997,TDN - CR_PRtd,hg38
chr12,+,122343325,TDN - CR_PRtd,hg38
chr11,-,66114602,TDN - CR_PRtd,hg38
chr1,+,82181193,TDN - CR_PRtd,hg38
chr18,-,35173574,TDN - CR_PRtd,hg38
chr9,+,33950307,TDN - CR_PRtd,hg38
chr6,-,11309756,TDN - CR_PRtd,hg38
chr14,-,101828792,TDN - CR_PRtd,hg38
chrX,-,102890001,TDN - CR_PRtd,hg38
chr8,+,74477745,TDN - CR_PRtd,hg38
chr17,-,1398678,TDN - CR_PRtd,hg38
chr12,-,52073370,TDN - CR_PRtd,hg38
chr19,-,14456698,TDN - CR_PRtd,hg38
chr1,+,92581670,TDN - CR_PRtd,hg38
chr16,+,28150179,TDN - CR_PRtd,hg38
chr11,-,62431225,TDN - CR_PRtd,hg38
chr14,+,64402467,TDN - CR_PRtd,hg38
chr17,+,36095412,TDN - CR_PRtd,hg38
chr7,+,100682946,TDN - CR_PRtd,hg38
chrX,+,150594570,TDN - CR_PRtd,hg38
chr8,+,65820346,TDN - CR_PRtd,hg38
chr11,+,63850608,TDN - CR_PRtd,hg38
chr2,-,86460075,TDN - CR_PRtd,hg38
chr17,-,81855790,TDN - CR_PRtd,hg38
chr3,-,187044807,TDN - CR_PRtd,hg38
chr6,+,138924608,TDN - CR_PRtd,hg38
chr1,+,26562928,TDN - CR_PRtd,hg38
chr6,-,25979342,TDN - CR_PRtd,hg38
chr13,+,111478464,TDN - CR_PRtd,hg38
chr19,-,39332167,TDN - CR_PRtd,hg38
chr19,+,1084604,TDN - CR_PRtd,hg38
chr8,-,128026173,TDN - CR_PRtd,hg38
chrX,-,41554926,TDN - CR_PRtd,hg38
chr7,+,6818128,TDN - CR_PRtd,hg38
chr7,-,111552484,TDN - CR_PRtd,hg38
chr9,-,136425361,TDN - CR_PRtd,hg38
chr13,+,94580899,TDN - CR_PRtd,hg38
chr16,+,50155878,TDN - CR_PRtd,hg38
chr2,-,241100507,TDN - CR_PRtd,hg38
chr20,-,63201495,TDN - CR_PRtd,hg38
chr3,-,195391753,TDN - CR_PRtd,hg38
chr19,+,12941146,TDN - CR_PRtd,hg38
chr6,-,31554130,TDN - CR_PRtd,hg38
chr6,-,33618200,TDN - CR_PRtd,hg38
chr16,-,16071683,TDN - CR_PRtd,hg38
chr3,+,23724909,TDN - CR_PRtd,hg38
chr21,-,44158567,TDN - CR_PRtd,hg38
chr7,+,99339603,TDN - CR_PRtd,hg38
chr18,+,9109682,TDN - CR_PRtd,hg38
chr3,-,148907597,TDN - CR_PRtd,hg38
chr3,+,121491511,TDN - CR_PRtd,hg38
chr13,-,49325131,TDN - CR_PRtd,hg38
chr3,+,125296242,TDN - CR_PRtd,hg38
chr18,-,13734606,TDN - CR_PRtd,hg38
chr6,-,129832382,TDN - CR_PRtd,hg38
chr3,-,11421573,TDN - CR_PRtd,hg38
chr19,+,49610527,TDN - CR_PRtd,hg38
chr1,+,150935586,TDN - CR_PRtd,hg38
chr12,+,122767395,TDN - CR_PRtd,hg38
chr10,-,102686794,TDN - CR_PRtd,hg38
chr19,-,49323832,TDN - CR_PRtd,hg38
chr7,-,100403856,TDN - CR_PRtd,hg38
chr12,-,47701293,TDN - CR_PRtd,hg38
chr11,+,66083521,TDN - CR_PRtd,hg38
chr17,-,66183290,TDN - CR_PRtd,hg38
chr19,+,34985866,TDN - CR_PRtd,hg38
chr19,-,34934406,TDN - CR_PRtd,hg38
chr17,+,77121984,TDN - CR_PRtd,hg38
chr1,+,28023012,TDN - CR_PRtd,hg38
chr11,-,63894327,TDN - CR_PRtd,hg38
chr20,-,37926408,TDN - CR_PRtd,hg38
chr9,-,130092704,TDN - CR_PRtd,hg38
chr2,-,232811094,TDN - CR_PRtd,hg38
chr22,+,38500153,TDN - CR_PRtd,hg38
chr16,-,89478422,TDN - CR_PRtd,hg38
chr22,-,50203121,TDN - CR_PRtd,hg38
chr12,-,9771282,TDN - CR_PRtd,hg38
chr8,-,124508254,TDN - CR_PRtd,hg38
chr17,-,42271541,TDN - CR_PRtd,hg38
chr7,+,112329956,TDN - CR_PRtd,hg38
chr1,+,193194613,TDN - CR_PRtd,hg38
chr5,+,174813144,TDN - CR_PRtd,hg38
chr19,+,46743832,TDN - CR_PRtd,hg38
chr19,+,3969863,TDN - CR_PRtd,hg38
chr10,+,117339995,TDN - CR_PRtd,hg38
chr10,-,74756613,TDN - CR_PRtd,hg38
chr5,-,179618321,TDN - CR_PRtd,hg38
chr7,+,73513014,TDN - CR_PRtd,hg38
chr19,+,34245614,TDN - CR_PRtd,hg38
chr12,+,57104176,TDN - CR_PRtd,hg38
chrX,-,71372039,TDN - CR_PRtd,hg38
chr17,-,39465721,TDN - CR_PRtd,hg38
chr17,-,78757082,TDN - CR_PRtd,hg38
chr4,+,39310788,TDN - CR_PRtd,hg38
chr1,-,1387569,TDN - CR_PRtd,hg38
chr6,-,18301895,TDN - CR_PRtd,hg38
chr16,-,935170,TDN - CR_PRtd,hg38
chr1,-,39211305,TDN - CR_PRtd,hg38
chr16,-,69642937,TDN - CR_PRtd,hg38
chr4,-,77725807,TDN - CR_PRtd,hg38
chr17,-,7254246,TDN - CR_PRtd,hg38
chr11,-,73610223,TDN - CR_PRtd,hg38
chr4,+,39319695,TDN - CR_PRtd,hg38
chr11,+,66111175,TDN - CR_PRtd,hg38
chr5,+,88415467,TDN - CR_PRtd,hg38
chr8,+,96058093,TDN - CR_PRtd,hg38
chr19,+,49901031,TDN - CR_PRtd,hg38
chr7,-,114914227,TDN - CR_PRtd,hg38
chrX,-,154085183,TDN - CR_PRtd,hg38
chr3,-,71243072,TDN - CR_PRtd,hg38
chr6,-,32975981,TDN - CR_PRtd,hg38
chr6,-,13071242,TDN - CR_PRtd,hg38
chr1,+,155462151,TDN - CR_PRtd,hg38
chr2,-,24608465,TDN - CR_PRtd,hg38
chr5,+,5480352,TDN - CR_PRtd,hg38
chr2,+,193513710,TDN - CR_PRtd,hg38
chr10,+,37838212,TDN - CR_PRtd,hg38
chr12,-,123165383,TDN - CR_PRtd,hg38
chr7,-,152238611,TDN - CR_PRtd,hg38
chr11,+,67393139,TDN - CR_PRtd,hg38
chr10,+,91929541,TDN - CR_PRtd,hg38
chr14,-,87969730,TDN - CR_PRtd,hg38
chr16,-,68659347,TDN - CR_PRtd,hg38
chr2,+,224902166,TDN - CR_PRtd,hg38
chr6,+,43571666,TDN - CR_PRtd,hg38
chr14,+,20865133,TDN - CR_PRtd,hg38
chr17,-,2280402,TDN - CR_PRtd,hg38
chr21,+,45122470,TDN - CR_PRtd,hg38
chr1,-,150819413,TDN - CR_PRtd,hg38
chr1,+,151151224,TDN - CR_PRtd,hg38
chr19,+,48252305,TDN - CR_PRtd,hg38
chr19,+,10777536,TDN - CR_PRtd,hg38
chr1,-,120331516,TDN - CR_PRtd,hg38
chr20,+,63729975,TDN - CR_PRtd,hg38
chr8,-,143797259,TDN - CR_PRtd,hg38
chr5,-,40207232,TDN - CR_PRtd,hg38
chr20,+,37812407,TDN - CR_PRtd,hg38
chr14,-,97606429,TDN - CR_PRtd,hg38
chr19,-,35217589,TDN - CR_PRtd,hg38
chr16,+,57451593,TDN - CR_PRtd,hg38
chr2,-,217209573,TDN - CR_PRtd,hg38
chr17,-,81593963,TDN - CR_PRtd,hg38
chr9,-,137659850,TDN - CR_PRtd,hg38
chr4,+,117255621,TDN - CR_PRtd,hg38
chr6,-,20407341,TDN - CR_PRtd,hg38
chr3,+,50100765,TDN - CR_PRtd,hg38
chr5,-,65952616,TDN - CR_PRtd,hg38
chr19,+,4479718,TDN - CR_PRtd,hg38
chr16,-,69606203,TDN - CR_PRtd,hg38
chr3,+,94050765,TDN - CR_PRtd,hg38
chr17,+,59682438,TDN - CR_PRtd,hg38
chr1,-,173449719,TDN - CR_PRtd,hg38
chr6,+,15008060,TDN - CR_PRtd,hg38
chr12,+,49680699,TDN - CR_PRtd,hg38
chr9,+,12048952,TDN - CR_PRtd,hg38
chr8,-,100944434,TDN - CR_PRtd,hg38
chr16,+,28151889,TDN - CR_PRtd,hg38
chr15,-,23426444,TDN - CR_PRtd,hg38
chr12,+,770645,TDN - CR_PRtd,hg38
chr16,-,12792251,TDN - CR_PRtd,hg38
chr13,-,20215480,TDN - CR_PRtd,hg38
chr7,+,100351877,TDN - CR_PRtd,hg38
chr16,+,18849689,TDN - CR_PRtd,hg38
chr16,+,11686937,TDN - CR_PRtd,hg38
chr2,-,218593219,TDN - CR_PRtd,hg38
chr1,+,144424512,TDN - CR_PRtd,hg38
chr17,+,65049398,TDN - CR_PRtd,hg38
chr7,+,7223551,TDN - CR_PRtd,hg38
chr16,-,254159,TDN - CR_PRtd,hg38
chr1,-,8483392,TDN - CR_PRtd,hg38
chr6,+,33404624,TDN - CR_PRtd,hg38
chr5,+,83066631,TDN - CR_PRtd,hg38
chr8,-,11833755,TDN - CR_PRtd,hg38
chr16,-,14455014,TDN - CR_PRtd,hg38
chr2,-,74479884,TDN - CR_PRtd,hg38
chr19,+,15259659,TDN - CR_PRtd,hg38
chr19,-,2039579,TDN - CR_PRtd,hg38
chr1,-,173315402,TDN - CR_PRtd,hg38
chrX,+,85070645,TDN - CR_PRtd,hg38
chr2,+,74174436,TDN - CR_PRtd,hg38
chr10,-,1082503,TDN - CR_PRtd,hg38
chr4,+,150399321,TDN - CR_PRtd,hg38
chr12,-,62373605,TDN - CR_PRtd,hg38
chr2,+,86173435,TDN - CR_PRtd,hg38
chr7,+,30354199,TDN - CR_PRtd,hg38
chr6,+,36539591,TDN - CR_PRtd,hg38
chr15,-,76828180,TDN - CR_PRtd,hg38
chr5,+,131294896,TDN - CR_PRtd,hg38
chr2,-,195741388,TDN - CR_PRtd,hg38
chr5,-,142695563,TDN - CR_PRtd,hg38
chr3,-,49978491,TDN - CR_PRtd,hg38
chr19,+,4419326,TDN - CR_PRtd,hg38
chr8,-,134823096,TDN - CR_PRtd,hg38
chrX,+,154055860,TDN - CR_PRtd,hg38
chr16,+,30501441,TDN - CR_PRtd,hg38
chr11,-,66115338,TDN - CR_PRtd,hg38
chr11,+,18499756,TDN - CR_PRtd,hg38
chr1,+,39277056,TDN - CR_PRtd,hg38
chr22,-,50427544,TDN - CR_PRtd,hg38
chr20,+,63906308,TDN - CR_PRtd,hg38
chr1,+,1876619,TDN - CR_PRtd,hg38
chr2,+,148771891,TDN - CR_PRtd,hg38
chr14,-,69428754,TDN - CR_PRtd,hg38
chr11,+,108274915,TDN - CR_PRtd,hg38
chr19,+,2616069,TDN - CR_PRtd,hg38
chr3,-,50352446,TDN - CR_PRtd,hg38
chr12,+,53081824,TDN - CR_PRtd,hg38
chr12,+,74856727,TDN - CR_PRtd,hg38
chr22,+,40283377,TDN - CR_PRtd,hg38
chr7,+,50258179,TDN - CR_PRtd,hg38
chrX,-,46350044,TDN - CR_PRtd,hg38
chr4,-,2921320,TDN - CR_PRtd,hg38
chr18,+,74815307,TDN - CR_PRtd,hg38
chr11,-,67191157,TDN - CR_PRtd,hg38
chr8,+,144293410,TDN - CR_PRtd,hg38
chr4,-,26990029,TDN - CR_PRtd,hg38
chr14,+,55396116,TDN - CR_PRtd,hg38
chr17,+,44120425,TDN - CR_PRtd,hg38
chr1,-,235225716,TDN - CR_PRtd,hg38
chr21,-,33572154,TDN - CR_PRtd,hg38
chr9,-,74990778,TDN - CR_PRtd,hg38
chr9,-,70280039,TDN - CR_PRtd,hg38
chr6,-,117718446,TDN - CR_PRtd,hg38
chr3,+,68789212,TDN - CR_PRtd,hg38
chr3,-,15232274,TDN - CR_PRtd,hg38
chr19,-,3389181,TDN - CR_PRtd,hg38
chr20,-,41035460,TDN - CR_PRtd,hg38
chr12,-,54275097,TDN - CR_PRtd,hg38
chr16,+,11769337,TDN - CR_PRtd,hg38
chr16,-,671131,TDN - CR_PRtd,hg38
chr16,+,28916965,TDN - CR_PRtd,hg38
chr1,-,1716124,TDN - CR_PRtd,hg38
chr15,+,65444505,TDN - CR_PRtd,hg38
chr3,+,177060744,TDN - CR_PRtd,hg38
chr6,+,33304097,TDN - CR_PRtd,hg38
chr17,-,7669779,TDN - CR_PRtd,hg38
chr18,-,15059144,TDN - CR_PRtd,hg38
chr3,-,52283306,TDN - CR_PRtd,hg38
chr14,+,68726677,TDN - CR_PRtd,hg38
chr16,+,30945263,TDN - CR_PRtd,hg38
chr6,-,159537742,TDN - CR_PRtd,hg38
chr17,+,26881489,TDN - CR_PRtd,hg38
chr16,+,2259087,TDN - CR_PRtd,hg38
chr1,-,44493396,TDN - CR_PRtd,hg38
chr19,+,39951349,TDN - CR_PRtd,hg38
chr2,-,117985652,TDN - CR_PRtd,hg38
chr19,-,17148971,TDN - CR_PRtd,hg38
chr22,+,50443134,TDN - CR_PRtd,hg38
chr9,-,120825770,TDN - CR_PRtd,hg38
chr6,+,30497240,TDN - CR_PRtd,hg38
chr1,+,42560480,TDN - CR_PRtd,hg38
chr3,+,197859706,TDN - CR_PRtd,hg38
chr15,-,79948454,TDN - CR_PRtd,hg38
chr15,+,65806065,TDN - CR_PRtd,hg38
chr2,-,218555562,TDN - CR_PRtd,hg38
chr6,+,21065805,TDN - CR_PRtd,hg38
chr6,-,44640493,TDN - CR_PRtd,hg38
chr19,+,45575137,TDN - CR_PRtd,hg38
chr8,+,144508219,TDN - CR_PRtd,hg38
chr9,-,129906978,TDN - CR_PRtd,hg38
chr7,-,92085517,TDN - CR_PRtd,hg38
chr1,+,33033191,TDN - CR_PRtd,hg38
chr11,-,123058680,TDN - CR_PRtd,hg38
chr11,+,67407749,TDN - CR_PRtd,hg38
chr9,+,136784767,TDN - CR_PRtd,hg38
chr22,+,31632870,TDN - CR_PRtd,hg38
chr6,-,30332505,TDN - CR_PRtd,hg38
chr16,+,89729884,TDN - CR_PRtd,hg38
chr7,-,43595078,TDN - CR_PRtd,hg38
chr11,-,43749727,TDN - CR_PRtd,hg38
chr15,-,78487987,TDN - CR_PRtd,hg38
chr5,+,179715983,TDN - CR_PRtd,hg38
chr22,+,40103220,TDN - CR_PRtd,hg38
chr4,+,39899134,TDN - CR_PRtd,hg38
chr10,+,79827912,TDN - CR_PRtd,hg38
chr2,+,97849705,TDN - CR_PRtd,hg38
chr1,+,150367877,TDN - CR_PRtd,hg38
chr20,-,32838649,TDN - CR_PRtd,hg38
chr2,+,232978502,TDN - CR_PRtd,hg38
chr15,-,42849000,TDN - CR_PRtd,hg38
chr9,-,128959118,TDN - CR_PRtd,hg38
chr8,+,2104989,TDN - CR_PRtd,hg38
chr12,-,6933514,TDN - CR_PRtd,hg38
chr5,-,23963657,TDN - CR_PRtd,hg38
chr8,+,19542730,TDN - CR_PRtd,hg38
chr11,-,66110918,TDN - CR_PRtd,hg38
chr1,+,16326798,TDN - CR_PRtd,hg38
chr1,-,155466554,TDN - CR_PRtd,hg38
chr10,+,12460864,TDN - CR_PRtd,hg38
chr22,+,39836987,TDN - CR_PRtd,hg38
chr11,-,33084168,TDN - CR_PRtd,hg38
chr17,-,58470177,TDN - CR_PRtd,hg38
chr1,-,45681504,TDN - CR_PRtd,hg38
chr17,-,37596940,TDN - CR_PRtd,hg38
chr11,+,118284496,TDN - CR_PRtd,hg38
chr16,-,67578447,TDN - CR_PRtd,hg38
chr7,+,154836905,TDN - CR_PRtd,hg38
chr7,-,16643643,TDN - CR_PRtd,hg38
chr3,-,31624481,TDN - CR_PRtd,hg38
chr15,+,44398377,TDN - CR_PRtd,hg38
chr4,+,23309424,TDN - CR_PRtd,hg38
chr22,+,42839155,TDN - CR_PRtd,hg38
chr6,-,20660083,TDN - CR_PRtd,hg38
chr19,+,53062651,TDN - CR_PRtd,hg38
chr1,+,1310085,TDN - CR_PRtd,hg38
chr6,+,32866180,TDN - CR_PRtd,hg38
chr14,-,45240608,TDN - CR_PRtd,hg38
chr4,+,77769287,TDN - CR_PRtd,hg38
chr5,+,131350592,TDN - CR_PRtd,hg38
chr11,-,11891086,TDN - CR_PRtd,hg38
chr16,-,29584959,TDN - CR_PRtd,hg38
chr6,+,29727176,TDN - CR_PRtd,hg38
chr17,-,80282218,TDN - CR_PRtd,hg38
chr17,-,17938502,TDN - CR_PRtd,hg38
chr6,-,57895231,TDN - CR_PRtd,hg38
chr17,+,82470958,TDN - CR_PRtd,hg38
chr6,-,80189829,TDN - CR_PRtd,hg38
chr17,-,4526383,TDN - CR_PRtd,hg38
chr6,-,34761745,TDN - CR_PRtd,hg38
chr2,+,27946168,TDN - CR_PRtd,hg38
chr20,-,63991605,TDN - CR_PRtd,hg38
chr4,-,142221848,TDN - CR_PRtd,hg38
chr9,+,31313336,TDN - CR_PRtd,hg38
chr5,+,157205625,TDN - CR_PRtd,hg38
chr4,+,139040221,TDN - CR_PRtd,hg38
chr1,-,1551371,TDN - CR_PRtd,hg38
chr19,-,15455451,TDN - CR_PRtd,hg38
chr17,+,44477702,TDN - CR_PRtd,hg38
chr19,-,1202595,TDN - CR_PRtd,hg38
chr2,+,210041778,TDN - CR_PRtd,hg38
chr3,-,152304275,TDN - CR_PRtd,hg38
chr19,-,969717,TDN - CR_PRtd,hg38
chr4,-,51862182,TDN - CR_PRtd,hg38
chr15,+,41714715,TDN - CR_PRtd,hg38
chr11,+,1793941,TDN - CR_PRtd,hg38
chr19,-,45833063,TDN - CR_PRtd,hg38
chr11,+,72894085,TDN - CR_PRtd,hg38
chr7,-,44882033,TDN - CR_PRtd,hg38
chr4,-,2698524,TDN - CR_PRtd,hg38
chr7,-,610711,TDN - CR_PRtd,hg38
chr11,-,61077693,TDN - CR_PRtd,hg38
chr6,-,87781706,TDN - CR_PRtd,hg38
chr11,+,121550635,TDN - CR_PRtd,hg38
chr3,-,9794708,TDN - CR_PRtd,hg38
chr17,+,35034124,TDN - CR_PRtd,hg38
chr6,-,53196128,TDN - CR_PRtd,hg38
chr7,-,148993641,TDN - CR_PRtd,hg38
chr20,+,14469337,TDN - CR_PRtd,hg38
chr20,+,36934395,TDN - CR_PRtd,hg38
chr16,+,69639992,TDN - CR_PRtd,hg38
chr10,-,72229018,TDN - CR_PRtd,hg38
chr12,+,45286604,TDN - CR_PRtd,hg38
chr12,-,19366978,TDN - CR_PRtd,hg38
chr12,+,66320102,TDN - CR_PRtd,hg38
chr6,-,31801458,TDN - CR_PRtd,hg38
chr8,+,143459640,TDN - CR_PRtd,hg38
chr1,+,46708933,TDN - CR_PRtd,hg38
chr1,+,94504133,TDN - CR_PRtd,hg38
chr7,-,12705289,TDN - CR_PRtd,hg38
chr20,-,504677,TDN - CR_PRtd,hg38
chr2,-,85861624,TDN - CR_PRtd,hg38
chr9,+,121197076,TDN - CR_PRtd,hg38
chr9,-,136459634,TDN - CR_PRtd,hg38
chr19,-,57714432,TDN - CR_PRtd,hg38
chr1,-,10273250,TDN - CR_PRtd,hg38
chr12,-,107025438,TDN - CR_PRtd,hg38
chr9,-,127968542,TDN - CR_PRtd,hg38
chr11,+,66522922,TDN - CR_PRtd,hg38
chr1,+,97501956,TDN - CR_PRtd,hg38
chr16,+,68179258,TDN - CR_PRtd,hg38
chr1,-,176146232,TDN - CR_PRtd,hg38
chr3,+,161252665,TDN - CR_PRtd,hg38
chr12,-,74917588,TDN - CR_PRtd,hg38
chr3,+,43469240,TDN - CR_PRtd,hg38
chr17,+,2274558,TDN - CR_PRtd,hg38
chr6,+,32963872,TDN - CR_PRtd,hg38
chrX,+,7898578,TDN - CR_PRtd,hg38
chr2,-,78382880,TDN - CR_PRtd,hg38
chr5,-,168492188,TDN - CR_PRtd,hg38
chr9,-,33892596,TDN - CR_PRtd,hg38
chr12,-,96263277,TDN - CR_PRtd,hg38
chr10,-,11526911,TDN - CR_PRtd,hg38
chr17,-,7509196,TDN - CR_PRtd,hg38
chr19,-,58550223,TDN - CR_PRtd,hg38
chr1,+,116404713,TDN - CR_PRtd,hg38
chr2,+,231512941,TDN - CR_PRtd,hg38
chr11,-,63540265,TDN - CR_PRtd,hg38
chr19,-,12950024,TDN - CR_PRtd,hg38
chr1,-,155723113,TDN - CR_PRtd,hg38
chr12,-,6435560,TDN - CR_PRtd,hg38
chr8,+,144783925,TDN - CR_PRtd,hg38
chr8,-,58622089,TDN - CR_PRtd,hg38
chr16,+,1542543,TDN - CR_PRtd,hg38
chr16,-,2261819,TDN - CR_PRtd,hg38
chr1,-,117894895,TDN - CR_PRtd,hg38
chr3,-,49077137,TDN - CR_PRtd,hg38
chr7,-,50084552,TDN - CR_PRtd,hg38
chr12,+,57747230,TDN - CR_PRtd,hg38
chr9,+,85813395,TDN - CR_PRtd,hg38
chr2,-,113187745,TDN - CR_PRtd,hg38
chr10,+,63090170,TDN - CR_PRtd,hg38
chr15,-,69262319,TDN - CR_PRtd,hg38
chr18,+,58858375,TDN - CR_PRtd,hg38
chr1,-,161061678,TDN - CR_PRtd,hg38
chr19,-,18049754,TDN - CR_PRtd,hg38
chr13,-,20051982,TDN - CR_PRtd,hg38
chr14,-,71761863,TDN - CR_PRtd,hg38
chr13,-,48237882,TDN - CR_PRtd,hg38
chr11,-,688249,TDN - CR_PRtd,hg38
chr22,+,50375181,TDN - CR_PRtd,hg38
chrX,+,153916070,TDN - CR_PRtd,hg38
chr1,-,88700809,TDN - CR_PRtd,hg38
chr16,+,53446786,TDN - CR_PRtd,hg38
chr3,-,51616463,TDN - CR_PRtd,hg38
chr8,+,100928997,TDN - CR_PRtd,hg38
chr1,-,40718765,TDN - CR_PRtd,hg38
chr11,-,33315689,TDN - CR_PRtd,hg38
chr7,+,74692003,TDN - CR_PRtd,hg38
chr19,-,10191758,TDN - CR_PRtd,hg38
chr16,+,1999080,TDN - CR_PRtd,hg38
chr8,-,96668791,TDN - CR_PRtd,hg38
chr6,+,42652940,TDN - CR_PRtd,hg38
chr11,-,66105821,TDN - CR_PRtd,hg38
chrX,+,46875352,TDN - CR_PRtd,hg38
chr16,-,30502813,TDN - CR_PRtd,hg38
chr1,+,205717691,TDN - CR_PRtd,hg38
chr2,-,32490804,TDN - CR_PRtd,hg38
chr11,+,65277810,TDN - CR_PRtd,hg38
chr5,-,181258697,TDN - CR_PRtd,hg38
chr11,+,66524067,TDN - CR_PRtd,hg38
chr16,-,2488434,TDN - CR_PRtd,hg38
chr16,-,1689118,TDN - CR_PRtd,hg38
chr17,+,45157999,TDN - CR_PRtd,hg38
chr1,+,108696851,TDN - CR_PRtd,hg38
chr2,-,24692049,TDN - CR_PRtd,hg38
chr8,-,144306207,TDN - CR_PRtd,hg38
chr7,+,43602522,TDN - CR_PRtd,hg38
chr1,+,39286812,TDN - CR_PRtd,hg38
chr6,+,42062114,TDN - CR_PRtd,hg38
chr15,-,75607856,TDN - CR_PRtd,hg38
chr16,+,2759195,TDN - CR_PRtd,hg38
chr22,-,39881240,TDN - CR_PRtd,hg38
chr2,+,85625508,TDN - CR_PRtd,hg38
chr14,-,65576523,TDN - CR_PRtd,hg38
chr19,-,5615523,TDN - CR_PRtd,hg38
chr16,+,68128021,TDN - CR_PRtd,hg38
chr2,-,75501834,TDN - CR_PRtd,hg38
chr13,-,27493003,TDN - CR_PRtd,hg38
chr6,+,30619772,TDN - CR_PRtd,hg38
chr12,-,108694277,TDN - CR_PRtd,hg38
chr6,-,33283670,TDN - CR_PRtd,hg38
chr17,+,2665855,TDN - CR_PRtd,hg38
chr16,-,1986202,TDN - CR_PRtd,hg38
chr19,+,12906709,TDN - CR_PRtd,hg38
chr6,+,153777509,TDN - CR_PRtd,hg38
chr17,-,4119725,TDN - CR_PRtd,hg38
chr1,-,26766722,TDN - CR_PRtd,hg38
chr16,+,735243,TDN - CR_PRtd,hg38
chr18,+,21798193,TDN - CR_PRtd,hg38
chr4,-,101310391,TDN - CR_PRtd,hg38
chr3,-,188486505,TDN - CR_PRtd,hg38
chr17,-,80867233,TDN - CR_PRtd,hg38
chr22,+,45765995,TDN - CR_PRtd,hg38
chr11,+,68794927,TDN - CR_PRtd,hg38
chr2,-,25060762,TDN - CR_PRtd,hg38
chr19,-,15414829,TDN - CR_PRtd,hg38
chr3,+,50585901,TDN - CR_PRtd,hg38
chr19,-,5639759,TDN - CR_PRtd,hg38
chr13,-,29770007,TDN - CR_PRtd,hg38
