"loci","gene_name","gene_ort","gene_width","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","TDN_sum_abund","TP_sum_abund","long_count","max_time","max_span","abund_gini","ort_fisher_test","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min","TDN_freq","TP_freq","freq_diff","pct_chg"
"chr21+46229230:46251701","MCM3AP-AS1","+",32.472,4,4,4,5,1,8,0.00105820105820106,0.00826446280991736,4,22,2,270,22,0.461538461538462,1,FALSE,FALSE,FALSE,FALSE,0,0.0000019225122516515,0.00000352951938099752,0.00000160700712934602,83.588914867281
"chr8+47960202:47978159","MCM4","+",27.958,0,1,0,1,0,1,0,0.00301204819277108,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000819876624506413,0.000000819876624506413,Inf
"chr22+35400122:35424502","MCM5","+",34.381,1,1,1,1,1,1,0.000278009452321379,0.000410004100041,1,1,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000453941259966461,0.000000666708666645831,0.00000021276740667937,46.8711318938248
"chr2-135839625:135876477","MCM6","-",46.853,2,3,2,2,1,1,0.000509164969450102,0.00128865979381443,2,3,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000666209397857422,0.00000097846928341623,0.000000312259885558808,46.8711318938248
"chr7-100092727:100101940","MCM7","-",19.214,2,7,2,7,1,17,0.000847457627118644,0.00765076507650765,2,50,3,360,152,0.541666666666667,0.0666666666666666,FALSE,FALSE,FALSE,FALSE,0,0.0000016245398624864,0.00000835093029435059,0.00000672639043186418,414.048961628387
"chr20+5950651:5995206","MCM8","+",54.556,3,3,4,3,1,2,0.000908265213442325,0.00143266475644699,4,4,1,50,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000114428876449204,0.00000126047239540749,0.000000116183630915451,10.1533489203686
"chr20-5990794:6005821","MCM8-AS1","-",25.028,3,1,3,1,1,1,0.000908265213442325,0.000457875457875458,3,1,1,50,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000187073930704494,0.000000915858665013197,-0.000000954880642031739,-51.0429560353917
"chr6-118813448:118935162","MCM9","-",131.715,8,4,8,7,2,8,0.00149700598802395,0.00241545893719807,10,18,2,60,7,0.428571428571429,0.619269619269619,FALSE,FALSE,FALSE,FALSE,0,0.0000009479226790514,0.00000121819667217593,0.000000270273993124527,28.5122404070967
"chr10-119829403:119873628","MCMBP","-",54.226,1,2,1,2,1,1,0.000428265524625268,0.000311720698254364,1,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000287813123942516,0.000000845428785746701,0.000000557615661804185,193.74226378765
"chr8+66870748:66922048","MCMDC2","+",61.301,1,0,1,0,1,0,0.000428265524625268,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000254595430073031,0,-0.000000254595430073031,-100
"chr1-84925582:84997122","MCOLN2","-",81.541,2,1,2,1,1,1,0.000722021660649819,0.000360880548538434,2,1,1,13,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000382800173137609,0.000000281111473589364,-0.000000101688699548245,-26.5644340530876
"chr8+6406591:6648505","MCPH1","+",251.915,2,8,2,13,1,9,0.000299311583358276,0.00387596899224806,2,24,2,270,7,0.37062937062937,0.466666666666667,TRUE,FALSE,FALSE,FALSE,0,0.000000123906511790937,0.00000118288882632378,0.00000105898231453284,854.662357309861
"chr8-6615602:6708209","MCPH1-AS1","-",102.608,2,1,2,1,3,2,0.00088339222614841,0.000531632110579479,4,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000304205412032334,0.000000223394965967082,-0.0000000808104460652529,-26.5644340530876
"chr17-81822360:81833294","MCRIP1","-",20.935,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000109491811167663,0.00000109491811167663,Inf
"chr16+641803:648474","MCRIP2","+",16.672,4,1,5,1,1,1,0.00113636363636364,0.00087260034904014,5,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000468058854933628,0.00000137488667634059,-0.00000330570187299569,-70.625773621235
"chr12-49558293:49568145","MCRS1","-",19.853,0,1,0,1,0,4,0,0.00112612612612613,0,5,2,14,1,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000115459178300258,0.00000115459178300258,Inf
"chr5-94705536:95284575","MCTP1","-",589.04,1,4,1,5,2,2,0.00099009900990099,0.00598802395209581,2,7,1,28,0,0.171428571428571,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000264955766313101,0.000000194571766501004,0.000000168076189869694,634.355659469124
"chr15+94298200:94483952","MCTP2","+",195.753,2,1,2,1,3,1,0.00265957446808511,0.000716332378223496,5,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000159455583913471,0.000000117097110480812,-0.0000000423584734326599,-26.5644340530876
"chrX+120603888:120621161","MCTS1","+",27.274,1,0,1,0,3,0,0.000723589001447178,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000572228292839587,0,-0.000000572228292839587,-100
"chr10+72692130:72887694","MCU","+",205.565,8,5,9,6,2,4,0.00166112956810631,0.0175438596491228,10,13,1,60,0,0.305555555555556,1,FALSE,FALSE,FALSE,FALSE,0,0.000000683300124681546,0.000000669047084901135,-0.0000000142530397804108,-2.08591207078345
"chr4+109560198:109687716","MCUB","+",137.519,8,3,8,6,2,2,0.000954653937947494,0.00257731958762887,9,7,1,60,0,0.119047619047619,1,FALSE,FALSE,FALSE,FALSE,0,0.000000907915529281446,0.0000010000993608716,0.0000000921838315901564,10.1533489203686
"chr6-13786548:13814560","MCUR1","-",38.013,1,2,1,2,1,1,0.000428265524625268,0.00448430493273543,1,2,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000410568870094623,0.00000120601429342332,0.000000795445423328696,193.74226378765
"chr6-30699806:30717681","MDC1","-",27.876,9,3,15,5,1,4,0.000908265213442325,0.0021505376344086,15,12,2,14,1,0.28,0.539473684210526,FALSE,FALSE,FALSE,FALSE,0,0.00000839805986811606,0.0000041114418618077,-0.00000428661800630836,-51.0429560353917
"chr6+30703066:30713184","MDC1-AS1","+",20.119,9,3,15,5,1,4,0.000908265213442325,0.0021505376344086,15,12,2,14,1,0.28,0.539473684210526,FALSE,FALSE,FALSE,FALSE,0,0.0000116359817527513,0.00000569663270240825,-0.00000593934905034305,-51.0429560353917
"chr7+114922153:115019916","MDFIC","+",107.764,10,6,11,12,2,12,0.00394477317554241,0.00859106529209622,14,57,2,28,14,0.480392156862745,0.068649885583524,FALSE,FALSE,FALSE,FALSE,0,0.00000159307838469225,0.00000255247882424004,0.000000959400439547789,60.2230529750816
"chr14-46839624:47674954","MDGA2","-",845.331,1,4,1,5,1,9,0.000495785820525533,0.0333333333333333,1,18,2,270,7,0.492307692307692,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000184625365199039,0.000000135580681815468,0.000000117118145295564,634.355659469124
"chr2-206737764:206765549","MDH1B","-",37.786,0,2,0,2,0,1,0,0.000442086648983201,0,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000121325944360082,0.00000121325944360082,Inf
"chr7+76048018:76067508","MDH2","+",29.491,0,2,0,2,0,3,0,0.000859106529209622,0,5,2,21,7,0.25,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000155451566023196,0.00000155451566023196,Inf
"chr12-68294565:68332381","MDM1","-",47.817,2,3,2,5,1,2,0.000495049504950495,0.000716332378223496,2,7,2,21,7,0.133333333333334,1,FALSE,FALSE,FALSE,FALSE,0,0.000000652778487103201,0.00000239685788191964,0.00000174407939481644,267.177829734562
"chr12+68808171:68845544","MDM2","+",47.374,3,4,3,5,1,1,0.000282406099971759,0.0031055900621118,3,5,1,180,0,0,0.464285714285714,TRUE,FALSE,FALSE,FALSE,0,0.000000988324046454187,0.00000241927118967686,0.00000143094714322267,144.785219823041
"chr1+204516378:204558120","MDM4","+",51.743,1,1,1,1,1,1,0.000495785820525533,0.00087260034904014,1,1,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000301624460485609,0.000000442999259183857,0.000000141374798698247,46.8711318938248
"chr6-89642774:89819794","MDN1","-",187.021,3,2,3,5,2,5,0.00394477317554241,0.000486736432221952,4,11,1,14,0,0.327272727272727,0.464285714285714,FALSE,FALSE,FALSE,FALSE,0,0.000000250350834273802,0.000000612821840005943,0.000000362471005732142,144.785219823041
"chr14-24213936:24216070","MDP1","-",12.135,2,1,2,1,1,2,0.000428265524625268,0.000486736432221952,2,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000257222158366821,0.00000188892547737539,-0.000000683296106292829,-26.5644340530876
"chr1+23627333:23640568","MDS2","+",23.236,2,1,2,1,1,1,0.00169779286926995,0.00224719101123596,2,1,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.00000134334261137088,0.000000986491249266238,-0.000000356851362104643,-26.5644340530876
"chr18+50879061:50949792","ME2","+",80.732,4,5,5,6,3,2,0.000805152979066023,0.00790513833992095,7,8,1,270,0,0.166666666666667,0.545454545454546,FALSE,FALSE,FALSE,FALSE,0,0.000000966590351961235,0.00000170357062884237,0.00000073698027688113,76.2453582725897
"chr11-86441107:86672636","ME3","-",241.53,4,0,4,0,1,0,0.0019723865877712,0,4,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000258468173045284,0,-0.000000258468173045284,-100
"chr1-37489960:37514819","MEAF6","-",34.86,3,3,4,3,1,2,0.00105820105820106,0.000281531531531532,4,4,1,14,0,0.166666666666667,0.0285714285714286,FALSE,FALSE,FALSE,FALSE,0,0.00000179081519895661,0.00000197264291462567,0.000000181827715669058,10.1533489203686
"chr3-169083498:169663775","MECOM","-",590.278,1,2,1,2,1,1,0.00149700598802395,0.00323624595469256,1,2,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000000264400070117926,0.0000000776654751420527,0.0000000512254681302602,193.74226378765
"chrX-154021812:154097731","MECP2","-",85.92,18,10,43,40,3,12,0.00449101796407186,0.0357142857142857,52,84,2,270,99,0.374333333333333,0.00687482806783033,FALSE,FALSE,FALSE,FALSE,0,0.00000781074303692966,0.0000106713736815411,0.00000286063064461145,36.6243087384417
"chr1-29192656:29230958","MECR","-",48.303,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000323105282465,0,-0.000000323105282465,-100
"chr17-39404284:39451274","MED1","-",56.991,4,5,4,6,3,2,0.00132978723404255,0.00301204819277108,6,8,2,28,7,0.119047619047619,1,FALSE,FALSE,FALSE,FALSE,0,0.00000109539783186165,0.00000241323479159344,0.00000131783695973179,120.306697840737
"chr5-6371925:6378526","MED10","-",16.602,2,0,3,0,1,0,0.000278009452321379,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000282019415592824,0,-0.00000282019415592824,-100
"chr17+4731407:4733610","MED11","+",12.204,3,1,3,1,2,1,0.000564812199943519,0.000716332378223496,4,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000383651781192401,0.00000187824571189367,-0.00000195827210003035,-51.0429560353917
"chrX+71118555:71142454","MED12","+",33.9,0,2,0,2,0,1,0,0.0026525198938992,0,2,1,60,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.00000135233691256344,0.00000135233691256344,Inf
"chr3+151086797:151436677","MED12L","+",359.881,5,6,6,11,2,7,0.00144404332129964,0.00257731958762887,8,20,2,60,7,0.343434343434343,0.304298642533937,FALSE,FALSE,FALSE,FALSE,0,0.000000260201918838286,0.000000700629422913278,0.000000440427504074992,169.263741805345
"chr17-61942604:62065282","MED13","-",132.679,9,12,15,26,5,21,0.00254582484725051,0.0245901639344262,23,89,4,270,152,0.508918617614269,0.0412426863184277,FALSE,FALSE,FALSE,FALSE,0,0.00000176444137266337,0.00000449185536043163,0.00000272741398776826,154.576628615963
"chr12-115958575:116277186","MED13L","-",328.612,12,9,18,25,7,38,0.00168837433671008,0.00515463917525773,26,91,2,60,7,0.590857142857143,0.531712894679372,FALSE,FALSE,FALSE,FALSE,0,0.000000854884119448845,0.00000174385830918761,0.000000888974189738761,103.987683185868
"chrX-40649542:40735552","MED14","-",96.011,2,0,3,0,2,0,0.000556018904642758,0,4,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000048766144896648,0,-0.00000048766144896648,-100
"chr22+20507541:20587632","MED15","+",90.092,5,2,7,5,2,1,0.00101010101010101,0.000354233085370174,8,6,2,21,7,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000121263465360241,0.00000127215017248759,0.0000000595155188851765,4.90795135273201
"chr19-867961:893218","MED16","-",35.258,3,2,3,2,3,4,0.00109729334308705,0.00229885057471264,6,5,1,60,0,0.3,1,FALSE,FALSE,FALSE,FALSE,0,0.00000132795006457317,0.00000130025019388226,-0.0000000276998706909086,-2.08591207078347
"chr11+93784238:93813330","MED17","+",39.093,2,3,2,3,1,6,0.000495785820525533,0.00276243093922652,2,11,1,28,0,0.303030303030303,0.1,FALSE,FALSE,FALSE,FALSE,0,0.000000798452636477471,0.00000175904463724582,0.000000960592000768351,120.306697840737
"chr1+28329001:28335967","MED18","+",16.967,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000919841719744615,0,-0.000000919841719744615,-100
"chr9-133340900:133348156","MED22","-",17.257,1,1,1,1,1,3,0.000495785820525533,0.00214899713467049,1,3,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000904383986724627,0.00000132827899796896,0.000000423895011244331,46.8711318938248
"chr6-131573965:131628239","MED23","-",64.275,2,6,2,6,1,2,0.000405186385737439,0.05,2,9,2,801,7,0.166666666666667,0.464285714285714,FALSE,FALSE,FALSE,FALSE,0,0.000000485630632715889,0.00000213975362127891,0.00000165412298856302,340.613395681474
"chr17-40019096:40054742","MED24","-",45.647,2,1,3,1,1,1,0.000241196333815726,0.000360880548538434,3,1,1,13,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000102571611226851,0.000000502160288035365,-0.000000523555824233145,-51.0429560353917
"chr19+49818278:49836980","MED25","+",28.703,12,5,16,6,3,2,0.00395256916996047,0.00515463917525773,18,9,1,60,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000869983177167928,0.00000479157802347148,-0.0000039082537482078,-44.9233255398157
"chr19-16574906:16628204","MED26","-",63.299,1,2,1,2,1,2,0.000282406099971759,0.000410004100041,1,3,1,14,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.000000246559257790911,0.000000724248745413049,0.000000477689487622138,193.74226378765
"chr9-131860109:132079887","MED27","-",229.779,8,2,9,3,2,2,0.0019723865877712,0.000848176420695505,10,4,1,14,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.000000611294287685829,0.00000029927161317549,-0.000000312022674510339,-51.0429560353917
"chr4+17614627:17625628","MED28","+",21.002,0,1,0,1,0,2,0,0.0116959064327485,0,4,2,60,32,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000109142513417533,0.00000109142513417533,Inf
"chr8+117520712:117540262","MED30","+",29.551,3,3,4,4,1,1,0.000847457627118644,0.00256410256410256,4,5,2,28,14,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000211254501829473,0.00000310271878013608,0.000000990173761841348,46.8711318938248
"chr17-6643312:6651634","MED31","-",18.323,1,3,2,3,1,2,0.000282406099971759,0.00128865979381443,2,4,1,28,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000170353702547693,0.00000375300616732254,0.00000204946914184561,120.306697840737
"chr13-48075727:48095141","MED4","-",29.415,0,1,0,1,0,1,0,0.000281531531531532,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000779266043445531,0.000000779266043445531,Inf
"chr13+48077136:48079993","MED4-AS1","+",12.858,0,1,0,1,0,1,0,0.000281531531531532,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000178271198226398,0.00000178271198226398,Inf
"chr1-43383907:43389812","MED8","-",15.906,2,2,2,2,1,2,0.000847457627118644,0.00169635284139101,2,3,1,14,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000196239839795133,0.0000028821967393374,0.00000091979834138607,46.8711318938248
"chr17+17476985:17493220","MED9","+",26.236,1,2,1,2,1,1,0.000428265524625268,0.000716332378223496,1,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000594867908938363,0.0000017473784622618,0.00000115251055332344,193.74226378765
"chr13+30906174:30925572","MEDAG","+",29.399,0,1,0,1,0,1,0,0.0036231884057971,0,1,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000779690148234644,0.000000779690148234644,Inf
"chr15+99565927:99716488","MEF2A","+",160.562,9,5,11,14,1,3,0.00169779286926995,0.024,11,26,2,60,46,0.201298701298701,0.696829990577467,FALSE,FALSE,FALSE,FALSE,0,0.00000106922247510604,0.00000199866437482906,0.000000929441899723026,86.9268951375952
"chr19-19145566:19170289","MEF2B","-",34.724,0,1,0,1,0,1,0,0.0031055900621118,0,1,1,180,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000660122988939935,0.000000660122988939935,Inf
"chr5-88718240:88904105","MEF2C","-",195.866,1,0,1,0,1,0,0.000299311583358276,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000079681794997125,0,-0.000000079681794997125,-100
"chr5+88883329:89467581","MEF2C-AS1","+",594.253,3,4,3,5,1,2,0.000405186385737439,0.0196078431372549,3,6,1,28,0,0.133333333333334,0.464285714285714,FALSE,FALSE,FALSE,FALSE,0,0.0000000787894438508862,0.000000192864913327743,0.000000114075469476857,144.785219823041
"chr1-156463720:156500842","MEF2D","-",47.123,1,0,1,0,1,0,0.000805152979066023,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000331196113551915,0,-0.000000331196113551915,-100
"chr15-65895295:66253737","MEGF11","-",368.443,3,3,3,3,1,2,0.000509164969450102,0.00108108108108108,3,4,1,121,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.000000127077630397974,0.000000186640354149355,0.0000000595627237513815,46.8711318938248
"chr19+42325608:42378769","MEGF8","+",63.162,0,2,0,3,0,1,0,0.00108108108108108,0,3,1,121,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000108872948931083,0.00000108872948931083,Inf
"chr9-120600917:120714487","MEGF9","-",123.571,2,4,3,6,2,2,0.000588928150765607,0.000957854406130268,4,7,1,28,0,0.119047619047619,1,FALSE,FALSE,FALSE,FALSE,0,0.000000378898474372795,0.00000111298495607952,0.000000734086481706721,193.74226378765
"chr22+41699513:41799455","MEI1","+",109.943,3,3,4,3,2,1,0.00099009900990099,0.0023094688221709,5,3,1,28,0,0,0.485714285714286,FALSE,FALSE,FALSE,FALSE,0,0.000000567819850610112,0.000000625472581281672,0.0000000576527306715604,10.1533489203686
"chr6+77650273:77927042","MEI4","+",286.77,2,2,2,2,1,1,0.000282406099971759,0.00448430493273543,2,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000108846493419164,0.000000159864076911464,0.0000000510175834922999,46.8711318938248
"chr5-131806990:131945698","MEIKIN","-",148.709,1,0,1,0,1,0,0.000241196333815726,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000001049496295376,0,-0.0000001049496295376,-100
"chr16-1833982:1872178","MEIOB","-",48.197,16,8,30,26,4,7,0.00166112956810631,0.0256410256410256,38,39,2,60,1,0.201631701631702,0.295291110232394,FALSE,FALSE,FALSE,FALSE,0,0.00000971447670533864,0.0000123653936420671,0.00000265091693672845,27.2883143079815
"chr17+44656393:44675797","MEIOC","+",29.405,2,0,2,0,1,0,0.00131752305665349,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000106151705212766,0,-0.00000106151705212766,-100
"chr2+66435399:66572759","MEIS1","+",147.361,1,0,1,0,1,0,0.00255102040816327,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000105909667136535,0,-0.000000105909667136535,-100
"chr15-36891020:37101299","MEIS2","-",220.28,0,2,0,2,0,1,0,0.00448430493273543,0,2,1,23,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000208117946867172,0.000000208117946867172,Inf
"chr9+36572861:36677683","MELK","+",114.823,3,7,3,8,1,2,0.000495049504950495,0.0384615384615385,3,9,1,270,0,0.0972222222222223,0.181818181818182,FALSE,FALSE,FALSE,FALSE,0,0.000000407765546769555,0.00000159703966403597,0.00000118927411726642,291.656351716866
"chr2-31867809:32011052","MEMO1","-",153.244,10,4,11,4,3,47,0.0076530612244898,0.0059637101890623,13,61,2,270,7,0.681372549019608,1,FALSE,FALSE,FALSE,FALSE,0,0.00000112028202766814,0.000000598316688887012,-0.000000521965338781124,-46.5923156749728
"chr11-64803513:64811294","MEN1","-",17.782,4,0,4,0,4,0,0.00117785630153121,0,8,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.00000351073095465232,0,-0.00000351073095465232,-100
"chr7+100428789:100434126","MEPCE","+",15.338,1,0,1,0,2,0,0.000954653937947494,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000101753517139828,0,-0.00000101753517139828,-100
"chr4+87821397:87846816","MEPE","+",35.42,1,0,1,0,1,0,0.000495785820525533,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000440625478794661,0,-0.000000440625478794661,-100
"chr2+111898613:112029368","MERTK","+",140.756,2,0,2,0,2,0,0.000588928150765607,0,3,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000221758993704096,0,-0.000000221758993704096,-100
"chr15-80947325:80989878","MESDC2","-",52.554,0,1,0,1,0,1,0,0.000848176420695505,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000043616300696332,0.00000043616300696332,Inf
"chr15-89749866:89751309","MESP1","-",11.444,0,1,0,1,0,1,0,0.00429184549356223,0,1,1,360,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000200298065955525,0.00000200298065955525,Inf
"chr4+98995636:99062809","METAP1","+",77.174,0,4,0,7,0,8,0,0.0092378752886836,0,23,3,28,14,0.436974789915966,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000020791299488902,0.0000020791299488902,Inf
"chr2+171999896:172082429","METAP1D","+",92.534,1,3,1,3,1,1,0.000278009452321379,0.0021978021978022,1,3,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000016866183736688,0.000000743146648840976,0.000000574484811474096,340.613395681474
"chr12+95474045:95515837","METAP2","+",51.793,1,2,1,2,1,1,0.000428265524625268,0.00218340611353712,1,2,1,270,0,0,0.333333333333333,TRUE,FALSE,FALSE,FALSE,0,0.000000301333277834976,0.000000885143191857985,0.000000583809914023009,193.74226378765
"chr16+715172:719655","METRN","+",14.484,3,2,3,3,3,2,0.00109729334308705,0.0165289256198347,5,4,1,270,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000323259205859712,0.00000474774454597148,0.00000151515248737436,46.8711318938248
"chr12-57768567:57772131","METTL1","-",13.565,1,0,1,0,1,0,0.000282406099971759,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000115053110644356,0,-0.00000115053110644356,-100
"chr11+62665306:62667451","METTL12","+",12.146,1,4,2,4,1,6,0.000282406099971759,0.048,2,18,3,28,14,0.375,1,FALSE,FALSE,FALSE,FALSE,0,0.00000256989205646417,0.00000754885910355683,0.00000497896704709266,193.74226378765
"chr1+171781620:171797716","METTL13","+",26.097,0,1,0,1,0,2,0,0.00257731958762887,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000878342746980508,0.000000878342746980508,Inf
"chr4+118685369:118712270","METTL14","+",36.902,1,2,1,5,1,2,0.000908265213442325,0.00143266475644699,1,7,1,14,0,0.133333333333334,1,FALSE,FALSE,FALSE,FALSE,0,0.000000422929772340439,0.0000031058087187619,0.00000268287894642146,634.355659469124
"chr11+28108250:28333507","METTL15","+",235.258,9,6,13,13,3,5,0.0014873574615766,0.00338983050847458,16,26,2,21,7,0.3,0.0968421052631578,FALSE,FALSE,FALSE,FALSE,0,0.000000862416614804978,0.00000126664104380448,0.0000004042244289995,46.8711318938248
"chr17-2416053:2511906","METTL16","-",105.854,10,10,21,18,5,8,0.00265957446808511,0.00353356890459364,27,38,2,147,1,0.31992337164751,0.0491897904578661,FALSE,FALSE,FALSE,FALSE,0,0.00000309620839682057,0.00000389780255845887,0.000000801594161638301,25.8895416232784
"chr14+20989805:20997035","METTL17","+",17.231,1,0,1,0,2,0,0.000482392667631452,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000905748619285409,0,-0.000000905748619285409,-100
"chr2-207580630:207626053","METTL21A","-",55.424,3,1,4,1,1,1,0.00149700598802395,0.00026581605528974,4,1,1,14,0,0,0.2,TRUE,FALSE,FALSE,FALSE,0,0.00000112636796037146,0.000000413577343171736,-0.000000712790617199719,-63.2822170265438
"chr13+102880098:102896033","METTL21EP","+",25.936,0,1,0,1,0,1,0,0.000716332378223496,0,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000883795136796357,0.000000883795136796357,Inf
"chr16+8621639:8646222","METTL22","+",34.584,0,1,0,1,0,1,0,0.00176991150442478,0,1,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000662795242538466,0.000000662795242538466,Inf
"chr17+76726829:76733881","METTL23","+",17.053,5,3,5,9,1,53,0.000958772770853308,0.0149211711711712,5,98,2,14,1,0.753968253968254,0.00366300366300366,FALSE,FALSE,FALSE,TRUE,0.0577591979432278,0.00000457601432560455,0.0000120975192641502,0.00000752150493854561,164.368037408885
"chr6-110245945:110358272","METTL24","-",122.328,0,1,0,1,0,1,0,0.000911577028258888,0,1,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000187382370904047,0.000000187382370904047,Inf
"chr12+82358496:82479237","METTL25","+",130.742,6,5,8,8,1,2,0.000485201358563804,0.00709219858156028,8,10,1,150,0,0.15,0.0405594405594406,FALSE,FALSE,FALSE,FALSE,0,0.000000954977250395857,0.00000140258589698492,0.000000447608646589064,46.8711318938248
"chr16-634426:636366","METTL26","-",11.941,2,0,2,0,2,0,0.000970402717127608,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000026140112987031,0,-0.0000026140112987031,-100
"chr17+62423884:62450093","METTL2A","+",36.21,2,0,2,0,1,0,0.000722021660649819,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000862024548959232,0,-0.000000862024548959232,-100
"chr7+128476728:128502924","METTL2B","+",36.197,0,1,0,1,0,1,0,0.00338983050847458,0,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000633259957122146,0.000000633259957122146,Inf
"chr14-21498130:21511375","METTL3","-",23.246,1,0,1,0,2,0,0.000810372771474878,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000671382365091065,0,-0.000000671382365091065,-100
